Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,1.2353,3,2,1,0
1,1.1498,3,1,1,0
1,1.164,1,2,0,1
0,0.80209,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.1402,1,1,0,0
0,1.3602,3,2,1,1
1,1.2254,1,1,1,0
NaN,-Inf,1,1,1,0
1,0.96985,3,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
0,0.9406,3,2,0,1
1,1.4055,1,1,1,1
1,1.7208,1,1,0,0
1,1.2571,1,1,0,1
0,1.0113,3,2,0,1
NaN,-Inf,3,2,0,0
1,0.90181,3,2,0,0
1,1.1273,1,1,1,0
0,1.9751,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
1,1.5195,3,1,1,1
NaN,-Inf,1,1,0,0
1,1.2965,1,1,0,0
0,1.8318,3,1,1,0
NaN,-Inf,3,2,0,0
1,0.9518,1,1,1,0
1,1.3823,1,1,0,1
NaN,-Inf,1,2,0,0
1,1.1979,3,1,0,1
1,1.1093,3,1,0,0
NaN,-Inf,3,2,0,0
1,1.1155,1,1,1,1
1,1.6074,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,1.6132,3,2,0,0
-1,-Inf,1,1,1,1
1,0.97359,1,1,0,1
1,1.057,1,1,0,0
0,1.195,3,2,1,1
1,1.1251,3,2,0,1
1,1.2695,1,2,1,0
NaN,-Inf,3,1,0,0
1,1.2621,3,1,0,1
1,1.0313,3,1,0,0
1,1.6702,1,2,0,0
1,0.77976,1,1,1,0
NaN,-Inf,1,1,0,0
1,1.2434,1,1,1,1
1,1.3196,3,1,1,1
0,1.3176,3,1,1,0
1,1.0089,1,1,0,1
1,1.2215,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.561,3,2,1,0
1,1.6568,1,2,0,1
1,1.0788,3,2,0,1
NaN,-Inf,1,1,0,0
1,1.3323,1,2,0,0
1,1.2297,3,2,1,0
1,1.4264,3,2,1,1
1,1.0445,3,2,0,1
NaN,-Inf,1,1,0,0
0,1.588,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,1.2922,1,2,1,0
1,0.82429,1,2,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,0.90734,1,2,1,1
1,1.644,1,2,0,1
0,0.94811,3,1,0,0
NaN,-Inf,3,2,0,0
1,0.95984,1,1,0,0
1,0.99748,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.0079,1,2,0,0
1,1.1915,1,1,0,1
1,1.1237,1,1,1,0
1,1.1791,1,2,1,1
NaN,-Inf,1,2,0,0
1,1.7472,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
1,1.5663,3,1,1,1
NaN,-Inf,3,1,1,0
1,1.8144,3,2,1,0
1,1.5322,3,1,0,1
