Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
0,1.8755,3,1,1,0
1,1.2613,3,2,1,0
0,1.2033,1,2,0,1
1,1.1374,1,2,1,1
NaN,-Inf,3,2,0,0
1,1.1712,1,1,0,0
1,1.1671,3,1,1,1
1,1.0251,1,2,1,0
NaN,-Inf,1,2,1,0
0,0.57878,3,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
1,0.00057464,3,1,0,1
1,0.99693,1,1,1,1
1,1.0088,1,1,0,0
0,0.86482,1,2,0,1
0,1.0906,3,2,0,1
NaN,-Inf,3,1,0,0
1,1.2046,3,1,0,0
1,0.85186,1,2,1,0
0,1.2303,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
1,1.3265,3,1,1,1
NaN,-Inf,1,2,0,0
1,1.0803,1,1,0,0
1,0.93619,3,1,1,0
NaN,-Inf,3,1,0,0
1,1.0081,1,1,1,0
1,1.3272,1,1,0,1
NaN,-Inf,1,2,0,0
1,0.00057604,3,2,0,1
1,0.942,3,1,0,0
NaN,-Inf,3,1,0,0
-1,-Inf,1,2,1,1
1,1.0159,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
1,0.94967,3,2,0,0
0,0.93175,1,1,1,1
1,1.5736,1,2,0,1
1,0.94557,1,2,0,0
1,1.2435,3,1,1,1
1,1.7094,3,1,0,1
0,1.3974,1,2,1,0
NaN,-Inf,3,1,0,0
0,1.4375,3,1,0,1
1,1.1355,3,2,0,0
0,1.4535,1,2,0,0
1,1.0435,1,1,1,0
NaN,-Inf,1,2,0,0
0,1.4512,1,2,1,1
1,1.0953,3,2,1,1
1,1.0454,3,1,1,0
1,1.2253,1,2,0,1
1,1.1091,1,2,1,1
NaN,-Inf,3,1,0,0
1,0.99307,3,2,1,0
1,0.90502,1,1,0,1
1,0.95902,3,1,0,1
NaN,-Inf,1,2,0,0
1,0.87693,1,1,0,0
1,1.0308,3,2,1,0
0,0.92269,3,1,1,1
0,1.1967,3,1,0,1
NaN,-Inf,1,2,0,0
-1,-Inf,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,0,0
1,0.92451,1,1,1,0
1,0.8404,1,1,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,1.3883,1,1,1,1
0,1.0362,1,1,0,1
1,0.90818,3,2,0,0
NaN,-Inf,3,1,0,0
1,0.8722,1,1,0,0
1,0.80608,3,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,1.0078,1,2,0,0
1,1.6401,1,1,0,1
-1,-Inf,1,2,1,0
1,0.91586,1,1,1,1
NaN,-Inf,1,1,0,0
1,1.1717,3,2,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
1,1.2474,3,2,1,1
NaN,-Inf,3,2,1,0
0,1.0314,3,2,1,0
0,0.7974,3,2,0,1
