Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,1.4441,3,2,1,0
1,0.95798,3,2,1,0
1,0.49174,1,2,0,1
1,1.7776,1,1,1,1
NaN,-Inf,3,1,0,0
1,1.2274,1,1,0,0
-1,-Inf,3,1,1,1
1,0.63365,1,2,1,0
NaN,-Inf,1,2,1,0
1,0.54503,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,1,0,0
1,1.2053,3,1,0,1
1,0.82106,1,1,1,1
1,0.77666,1,2,0,0
1,0.68062,1,1,0,1
1,1.075,3,1,0,1
NaN,-Inf,3,2,0,0
1,1.2121,3,2,0,0
1,0.82222,1,1,1,0
0,1.1508,3,1,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,1,0
0,1.6226,3,1,1,1
NaN,-Inf,1,2,0,0
1,0.46444,1,2,0,0
1,1.0082,3,2,1,0
NaN,-Inf,3,2,0,0
1,0.86371,1,2,1,0
1,0.74192,1,1,0,1
NaN,-Inf,1,2,0,0
1,1.0615,3,1,0,1
1,0.62911,3,2,0,0
NaN,-Inf,3,1,0,0
1,0.91578,1,2,1,1
1,1.3273,3,1,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
1,0.61336,3,2,0,0
1,1.5715,1,1,1,1
1,0.87912,1,1,0,1
1,0.66495,1,1,0,0
1,1.0427,3,1,1,1
0,1.1804,3,1,0,1
1,0.72437,1,2,1,0
NaN,-Inf,3,1,0,0
0,1.394,3,2,0,1
1,1.0605,3,1,0,0
1,0.57791,1,2,0,0
1,0.84735,1,2,1,0
NaN,-Inf,1,2,0,0
1,0.67212,1,2,1,1
1,0.71561,3,2,1,1
1,0.48192,3,2,1,0
1,0.68545,1,2,0,1
0,0.64127,1,2,1,1
NaN,-Inf,3,2,0,0
1,0.9729,3,1,1,0
1,0.58951,1,2,0,1
1,1.315,3,2,0,1
NaN,-Inf,1,1,0,0
0,0.00075872,1,2,0,0
1,0.95527,3,2,1,0
1,1.4951,3,1,1,1
1,0.96888,3,1,0,1
NaN,-Inf,1,2,0,0
1,1.8088,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,1.0086,1,2,1,0
1,0.74775,1,1,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
1,1.2159,1,1,1,1
1,0.92021,1,1,0,1
1,1.1444,3,2,0,0
NaN,-Inf,3,1,0,0
1,0.81994,1,1,0,0
1,0.76215,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,1,0,0
1,0.52385,1,2,0,0
1,0.54,1,1,0,1
1,1.0158,1,1,1,0
1,1.3038,1,1,1,1
NaN,-Inf,1,2,0,0
1,0.56753,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
0,0.058762,3,1,1,1
NaN,-Inf,3,1,1,0
1,0.85048,3,2,1,0
1,0.68915,3,2,0,1
