Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,1,0
1,1.8761,3,1,1,0
0,1.854,3,2,1,0
1,1.9241,1,2,0,1
1,1.1944,1,2,1,1
NaN,-Inf,3,1,0,0
1,0.92429,1,2,0,0
1,1.7678,3,1,1,1
1,0.97022,1,1,1,0
NaN,-Inf,1,2,1,0
1,0.9138,3,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,1.2694,3,1,0,1
1,0.54034,1,2,1,1
1,0.88949,1,1,0,0
1,1.1453,1,2,0,1
1,1.1237,3,1,0,1
NaN,-Inf,3,2,0,0
1,0.91338,3,1,0,0
1,1.0476,1,2,1,0
1,1.9432,3,1,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
1,1.0549,3,2,1,1
NaN,-Inf,1,1,0,0
1,0.97707,1,2,0,0
0,1.1933,3,1,1,0
NaN,-Inf,3,2,0,0
1,1.2887,1,1,1,0
1,1.0704,1,2,0,1
NaN,-Inf,1,2,0,0
1,1.1624,3,1,0,1
1,0.99842,3,1,0,0
NaN,-Inf,3,2,0,0
1,1.2049,1,1,1,1
1,1.0641,3,2,1,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.006,3,1,0,0
1,1.3162,1,1,1,1
1,0.81446,1,1,0,1
1,0.67433,1,2,0,0
1,1.5396,3,1,1,1
1,0.99019,3,2,0,1
1,0.82749,1,1,1,0
NaN,-Inf,3,2,0,0
1,1.3899,3,2,0,1
-1,-Inf,3,1,0,0
1,0.94439,1,1,0,0
1,0.86772,1,1,1,0
NaN,-Inf,1,1,0,0
1,0.65206,1,2,1,1
1,1.2153,3,2,1,1
1,0.78943,3,2,1,0
1,0.92168,1,2,0,1
1,1.0214,1,1,1,1
NaN,-Inf,3,1,0,0
1,0.96158,3,1,1,0
1,0.9216,1,1,0,1
0,1.9516,3,1,0,1
NaN,-Inf,1,2,0,0
1,0.84564,1,1,0,0
1,1.0161,3,2,1,0
1,1.1714,3,1,1,1
1,1.069,3,2,0,1
NaN,-Inf,1,2,0,0
1,1.0613,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,2,0,0
1,0.61249,1,1,1,0
1,0.83319,1,1,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,0.98912,1,2,1,1
1,0.87633,1,1,0,1
1,0.90865,3,1,0,0
NaN,-Inf,3,1,0,0
1,0.80905,1,2,0,0
1,0.8066,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.84051,1,2,0,0
1,0.65602,1,1,0,1
1,1.2607,1,2,1,0
1,0.89259,1,1,1,1
NaN,-Inf,1,2,0,0
1,1.3966,3,2,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,2,1,0
1,1.0963,3,2,1,1
NaN,-Inf,3,2,1,0
1,0.88008,3,1,1,0
1,0.9019,3,1,0,1
