RT,Crt,trltp,shrink,iscong,trgtside,crtdir
0.60554,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.49547,1,1,0.5,0,2,1
0.5795,1,1,0.5,1,1,1
0.50747,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.51537,1,1,0.5,0,2,1
0.59941,1,1,0.5,0,1,2
0.46527,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.54105,1,1,0.5,0,2,1
0.55632,1,1,0.5,1,1,1
0.49923,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.66867,1,1,0.5,1,1,1
0.46511,1,1,0.5,0,1,2
0.72701,1,1,0.5,0,2,1
0.52094,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.55493,1,1,0.5,1,1,1
0.54685,1,1,0.5,1,2,2
0.56075,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
0.59867,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.52871,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.52856,1,2,0.5,0,2,1
0.59061,1,2,0.5,0,1,2
0.43046,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.46053,1,2,0.5,1,2,2
0.60637,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.64044,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.59356,1,2,0.5,1,2,2
0.64024,1,2,0.5,1,2,2
0.71632,1,2,0.5,0,2,1
0.59622,1,2,0.5,1,1,1
0.5083,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.55503,1,2,0.5,0,1,2
0.56328,1,2,0.5,0,2,1
0.55603,1,3,0.5,1,1,1
0.55602,1,3,0.5,0,1,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.54598,1,3,0.5,0,1,2
0.50174,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.5937,1,3,0.5,0,2,1
0.78766,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
0.64362,1,3,0.5,0,2,1
0.59437,1,3,0.5,0,1,2
0.76753,1,3,0.5,0,2,1
0.61965,1,3,0.5,0,2,1
0.53123,1,3,0.5,1,2,2
0.44731,1,3,0.5,1,2,2
0.43355,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.63348,1,3,0.5,0,1,2
0.50947,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.55735,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.4315,1,2,0.5,1,2,2
0.5016,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,2,NaN
0.48543,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.44553,1,2,0.5,1,1,1
0.50531,1,2,0.5,1,1,1
0.51523,1,2,0.5,1,2,2
0.53521,1,2,0.5,1,2,2
0.76929,1,2,0.5,0,1,2
0.915,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.6172,1,2,0.5,0,2,1
0.52119,1,2,0.5,1,2,2
0.52517,1,2,0.5,0,2,1
0.42502,1,2,0.5,1,1,1
0.45512,1,2,0.5,0,2,1
0.58903,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.57499,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.53081,1,3,0.5,0,1,2
0.52079,1,3,0.5,0,2,1
0.44066,1,3,0.5,0,1,2
0.65472,1,3,0.5,0,2,1
0.98231,0,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.58452,1,3,0.5,0,1,2
0.43661,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.48654,1,3,0.5,1,1,1
0.54452,1,3,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.75437,1,3,0.5,0,2,1
0.57444,1,3,0.5,1,2,2
0.65433,1,3,0.5,1,2,2
0.48543,1,3,0.5,1,1,1
0.79621,1,3,0.5,1,1,1
0.55431,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.54016,1,3,0.5,0,2,1
0.538,1,1,0.5,0,2,1
0.53991,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.55606,1,1,0.5,0,1,2
0.51986,1,1,0.5,1,1,1
0.4839,1,1,0.5,1,2,2
0.49774,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.45173,1,1,0.5,1,1,1
0.4956,1,1,0.5,0,1,2
0.50957,1,1,0.5,1,1,1
0.50156,1,1,0.5,1,1,1
0.41754,1,1,0.5,1,1,1
0.5795,1,1,0.5,0,2,1
0.57142,1,1,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.60955,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,1,0.5,0,2,NaN
0.72131,1,1,0.5,0,1,2
0.54925,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
