RT,Crt,trltp,shrink,iscong,trgtside,crtdir
0.76954,1,2,0.5,1,1,1
0.56361,1,2,0.5,0,2,1
0.58147,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.86746,1,2,0.5,1,2,2
-Inf,NaN,2,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.80927,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.60719,1,2,0.5,0,1,2
0.68312,1,2,0.5,0,2,1
0.74114,1,2,0.5,1,2,2
-Inf,NaN,2,0.5,0,2,NaN
0.56699,1,2,0.5,1,2,2
0.69487,1,2,0.5,1,1,1
0.72091,1,2,0.5,1,1,1
0.79273,1,2,0.5,0,2,1
0.66786,1,2,0.5,0,1,2
0.71867,1,2,0.5,0,1,2
0.62475,1,2,0.5,1,2,2
0.75777,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.73634,1,3,0.5,1,1,1
0.60828,1,3,0.5,0,2,1
0.5283,1,3,0.5,1,2,2
0.4542,1,3,0.5,1,2,2
0.57213,1,3,0.5,0,1,2
0.66623,1,3,0.5,1,1,1
0.48404,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.66802,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
0.52995,1,3,0.5,0,1,2
0.51379,1,3,0.5,0,1,2
0.55979,1,3,0.5,0,1,2
0.6218,1,3,0.5,1,1,1
0.62969,1,3,0.5,0,2,1
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.7374,1,3,0.5,0,2,1
0.65356,1,3,0.5,1,2,2
0.69552,1,3,0.5,0,2,1
0.94134,1,1,0.5,0,2,1
0.62335,1,1,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.56912,1,1,0.5,0,2,1
0.79307,1,1,0.5,0,2,1
0.57319,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.56693,1,1,0.5,0,1,2
0.59896,1,1,0.5,0,1,2
0.73503,1,1,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,1,0.5,0,1,NaN
0.6687,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
0.92063,1,1,0.5,1,1,1
0.57872,1,1,0.5,1,2,2
0.71067,1,1,0.5,1,2,2
0.60048,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.54236,1,1,0.5,0,1,2
0.79579,1,1,0.5,1,1,1
0.57055,1,1,0.5,0,1,2
0.56978,1,1,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
1.0656,1,1,0.5,1,1,1
0.63553,1,1,0.5,0,1,2
1.1116,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.92942,1,1,0.5,0,2,1
0.91535,0,1,0.5,0,2,1
0.9533,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
1.0913,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,1,0.5,0,2,NaN
0.97803,1,1,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.62907,1,1,0.5,1,1,1
0.66861,1,1,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.64907,1,1,0.5,0,1,2
0.5569,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.74893,1,1,0.5,1,1,1
0.54284,1,1,0.5,0,1,2
0.54276,1,1,0.5,0,2,1
1.1347,1,2,0.5,0,2,1
0.7237,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.58531,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.87569,1,2,0.5,0,1,2
0.80832,1,2,0.5,1,2,2
0.58833,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.71025,1,2,0.5,0,1,2
0.63823,1,2,0.5,1,1,1
0.57607,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.78191,1,2,0.5,0,1,2
1.1838,1,2,0.5,1,2,2
0.68391,1,2,0.5,0,2,1
0.65781,1,2,0.5,0,1,2
1.0677,1,2,0.5,1,2,2
-Inf,NaN,2,0.5,0,1,NaN
1.0197,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.69921,1,2,0.5,0,2,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.79733,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.61394,1,3,0.5,0,2,1
0.66724,1,3,0.5,0,2,1
0.78129,1,3,0.5,0,2,1
0.68312,1,3,0.5,0,1,2
0.57097,1,3,0.5,0,2,1
0.67305,1,3,0.5,0,1,2
1.2409,1,3,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.82692,1,3,0.5,1,2,2
1.1307,1,3,0.5,1,1,1
0.76077,1,3,0.5,1,2,2
0.76869,1,3,0.5,1,1,1
0.80061,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.70249,1,3,0.5,0,1,2
0.83645,1,3,0.5,1,2,2
0.76633,1,3,0.5,1,1,1
