RT,Crt,trltp,shrink,iscong,trgtside,crtdir
0.49336,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.39961,1,1,0.5,0,2,1
0.59531,1,1,0.5,1,1,1
0.41904,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.62686,1,1,0.5,0,2,1
0.48677,1,1,0.5,0,1,2
0.40871,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.3383,1,1,0.5,0,2,1
0.31614,0,1,0.5,1,1,1
0.37812,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.41096,1,1,0.5,1,1,1
0.31181,1,1,0.5,0,1,2
0.37371,1,1,0.5,0,2,1
0.46364,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.44153,1,1,0.5,1,1,1
0.44146,1,1,0.5,1,2,2
0.59087,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
0.33284,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.39063,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.40644,1,2,0.5,0,2,1
0.36434,1,2,0.5,0,1,2
0.45213,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.39413,1,2,0.5,1,2,2
0.37991,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.37384,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.40579,1,2,0.5,1,2,2
0.44558,1,2,0.5,1,2,2
0.41754,1,2,0.5,0,2,1
0.41737,1,2,0.5,1,1,1
0.33732,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.39913,1,2,0.5,0,1,2
0.44106,1,2,0.5,0,2,1
0.57661,1,3,0.5,1,1,1
0.4485,1,3,0.5,0,1,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.39758,1,3,0.5,0,1,2
0.57802,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.41391,1,3,0.5,0,2,1
0.51168,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
0.37557,1,3,0.5,0,2,1
0.35746,1,3,0.5,0,1,2
0.37137,1,3,0.5,0,2,1
0.42329,1,3,0.5,0,2,1
0.49521,1,3,0.5,1,2,2
0.48312,1,3,0.5,1,2,2
0.48509,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.42896,1,3,0.5,0,1,2
0.5048,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.4568,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.39978,1,2,0.5,1,2,2
0.57361,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,2,NaN
0.40538,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.50116,1,2,0.5,1,1,1
0.50513,1,2,0.5,1,1,1
0.39497,1,2,0.5,1,2,2
0.41483,1,2,0.5,1,2,2
0.36881,1,2,0.5,0,1,2
0.39467,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.4404,1,2,0.5,0,2,1
0.4004,1,2,0.5,1,2,2
0.42843,1,2,0.5,0,2,1
0.85624,1,2,0.5,1,1,1
0.41413,1,2,0.5,0,2,1
0.40396,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.54183,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.39336,1,3,0.5,0,1,2
0.35115,1,3,0.5,0,2,1
0.3189,1,3,0.5,0,1,2
0.43704,1,3,0.5,0,2,1
0.41282,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.37462,1,3,0.5,0,1,2
0.40271,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.47652,1,3,0.5,1,1,1
0.39842,1,3,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.85617,1,3,0.5,0,2,1
0.36416,1,3,0.5,1,2,2
0.36413,1,3,0.5,1,2,2
0.4179,1,3,0.5,1,1,1
0.33781,0,3,0.5,1,1,1
0.47977,0,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.44951,1,3,0.5,0,2,1
0.48708,1,1,0.5,0,2,1
0.41704,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.46458,1,1,0.5,0,1,2
0.42072,1,1,0.5,1,1,1
0.40853,1,1,0.5,1,2,2
0.42245,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.50433,1,1,0.5,1,1,1
0.36405,1,1,0.5,0,1,2
0.62591,1,1,0.5,1,1,1
0.54594,1,1,0.5,1,1,1
0.4217,1,1,0.5,1,1,1
0.51156,1,1,0.5,0,2,1
0.4313,1,1,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.49328,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,1,0.5,0,2,NaN
0.42105,1,1,0.5,0,1,2
0.40901,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
