RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,NaN,0,0.5,0,1,NaN
0.57646,1,2,0.5,1,1,1
0.43876,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.47015,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.45513,1,2,0.5,1,2,2
0.44225,1,2,0.5,1,1,1
0.41167,1,2,0.5,1,2,2
0.39969,1,2,0.5,1,1,1
0.59424,1,2,0.5,0,2,1
0.40413,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.40974,1,2,0.5,0,2,1
0.42559,1,2,0.5,1,2,2
0.38156,1,2,0.5,0,2,1
0.3856,1,2,0.5,1,1,1
0.40748,1,2,0.5,0,1,2
0.43754,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.39961,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.43677,1,3,0.5,0,1,2
0.41725,1,3,0.5,0,1,2
0.44895,1,3,0.5,0,2,1
0.40692,1,3,0.5,0,2,1
0.43863,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.34528,1,3,0.5,0,1,2
0.47689,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.51078,1,3,0.5,1,2,2
0.4171,1,3,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.39498,0,3,0.5,0,2,1
0.60638,1,3,0.5,1,1,1
0.47895,1,3,0.5,1,1,1
0.52495,1,3,0.5,1,1,1
0.38823,1,3,0.5,1,2,2
0.43407,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.45992,1,3,0.5,0,2,1
0.68199,1,1,0.5,0,1,2
0.46781,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.41212,1,1,0.5,0,1,2
0.45605,1,1,0.5,1,1,1
0.43628,1,1,0.5,1,2,2
0.44216,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.3958,1,1,0.5,1,2,2
0.54392,1,1,0.5,0,2,1
0.46974,1,1,0.5,1,2,2
0.50155,1,1,0.5,1,1,1
0.42528,1,1,0.5,1,2,2
0.45136,0,1,0.5,0,2,1
0.47489,1,1,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.43361,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,1,0.5,0,1,NaN
0.42503,1,1,0.5,0,1,2
0.39722,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
0.36613,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.43235,1,1,0.5,0,2,1
0.35592,0,1,0.5,1,1,1
0.48392,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.47541,1,1,0.5,0,1,2
0.49577,1,1,0.5,0,1,2
0.43431,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.63585,1,1,0.5,0,1,2
0.45389,1,1,0.5,1,2,2
0.51584,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.4778,1,1,0.5,1,2,2
0.42491,1,1,0.5,0,2,1
0.39129,1,1,0.5,0,1,2
0.45774,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.40318,1,1,0.5,1,2,2
0.36347,1,1,0.5,1,1,1
0.48901,1,2,0.5,1,2,2
-Inf,NaN,2,0.5,0,1,NaN
0.36688,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
0.47307,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.49663,1,2,0.5,0,2,1
0.44809,1,2,0.5,0,2,1
0.52635,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.41296,1,2,0.5,1,1,1
0.40657,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.43199,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
