RT,Crt,trltp,shrink,iscong,trgtside,crtdir
1.1423,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.98416,1,1,0.5,0,2,1
0.99627,1,1,0.5,1,1,1
0.97242,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.99605,1,1,0.5,0,1,2
1.7284,0,1,0.5,0,2,1
0.80251,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.76372,1,1,0.5,0,1,2
0.8137,1,1,0.5,1,2,2
0.76406,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.88632,1,1,0.5,1,2,2
1.2661,1,1,0.5,0,1,2
1.0077,1,1,0.5,0,2,1
1.1778,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
1.1079,1,1,0.5,1,1,1
0.69994,1,1,0.5,1,2,2
0.84994,1,2,0.5,1,2,2
-Inf,NaN,2,0.5,0,2,NaN
0.71983,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.95321,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
1.1293,1,2,0.5,0,2,1
0.95155,1,2,0.5,0,2,1
1.1357,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.79748,1,2,0.5,1,1,1
0.79925,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.87294,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.95338,1,2,0.5,1,1,1
0.7293,1,2,0.5,1,2,2
0.58885,1,2,0.5,0,1,2
0.70903,1,2,0.5,1,2,2
0.65258,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.69142,1,2,0.5,0,1,2
0.92511,1,2,0.5,0,2,1
1.0527,1,3,0.5,1,1,1
0.62912,1,3,0.5,0,1,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.73063,1,3,0.5,0,1,2
0.83057,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.81902,1,3,0.5,0,1,2
0.7966,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
1.0925,1,3,0.5,0,2,1
0.68257,1,3,0.5,0,1,2
1.1043,1,3,0.5,0,2,1
0.98022,1,3,0.5,0,2,1
0.75663,1,3,0.5,1,2,2
0.86418,1,3,0.5,1,1,1
0.7464,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.99423,1,3,0.5,0,2,1
-Inf,-1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.7423,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.72826,1,2,0.5,1,2,2
0.70254,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.95844,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.98448,1,2,0.5,1,2,2
0.92197,1,2,0.5,1,1,1
0.66009,1,2,0.5,1,2,2
0.63255,1,2,0.5,1,2,2
0.79381,1,2,0.5,0,2,1
0.70847,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,2,NaN
1.1942,1,2,0.5,0,2,1
0.88193,1,2,0.5,1,1,1
1.3579,1,2,0.5,0,2,1
0.9376,1,2,0.5,1,1,1
0.60762,1,2,0.5,0,1,2
1.3895,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.96796,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,-1,3,0.5,0,1,2
-Inf,-1,3,0.5,0,2,1
-Inf,-1,3,0.5,0,1,2
0.87136,1,3,0.5,0,1,2
0.687,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.52155,1,3,0.5,0,1,2
0.61331,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.74309,1,3,0.5,1,1,1
0.7055,0,3,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.7075,1,3,0.5,0,2,1
1.0236,1,3,0.5,1,2,2
0.57561,1,3,0.5,1,1,1
0.80541,1,3,0.5,1,2,2
-Inf,-1,3,0.5,1,1,1
0.83551,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,1,NaN
