Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,2,0,0
1,0.77382,3,1,0,1
1,0.72782,3,2,0,0
1,0.73412,1,1,0,0
1,0.87554,1,2,1,0
NaN,-Inf,1,1,0,0
1,0.70751,1,2,1,1
0,0.75129,3,1,1,1
1,0.62982,3,1,1,0
1,0.58567,1,1,0,1
1,0.58106,1,2,1,1
NaN,-Inf,3,2,0,0
1,0.9851,3,2,1,0
1,0.69697,1,1,0,1
0,0.83934,3,1,0,1
NaN,-Inf,1,2,0,0
1,0.71698,1,1,0,0
1,0.86257,3,1,1,0
1,0.78643,3,1,1,1
1,1.0362,3,2,0,1
NaN,-Inf,1,1,0,0
0,0.94828,3,1,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,0,0
1,0.96415,1,2,1,0
1,0.89512,1,1,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,2,1,0
1,0.87564,1,1,1,1
1,1.6756,1,1,0,1
1,0.95584,3,2,0,0
NaN,-Inf,3,2,0,0
0,1.2555,1,2,0,0
1,0.59746,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,1,0,0
1,1.0793,1,2,0,0
1,0.63961,1,2,0,1
1,0.75534,1,1,1,0
1,0.72303,1,2,1,1
NaN,-Inf,1,1,0,0
1,0.79512,3,2,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,2,1,0
0,0.80717,3,1,1,1
NaN,-Inf,3,2,1,0
1,0.75113,3,2,1,0
0,0.99615,3,2,0,1
NaN,-Inf,1,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,1,0
1,1.1881,3,1,1,0
1,0.83808,3,1,1,0
1,0.89127,1,1,0,1
1,0.94549,1,2,1,1
NaN,-Inf,3,1,0,0
1,0.82734,1,1,0,0
0,0.86318,3,1,1,1
1,0.90526,1,1,1,0
NaN,-Inf,1,1,1,0
1,0.80905,3,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
0,0.88495,3,1,0,1
1,1.021,1,2,1,1
1,1.057,1,2,0,0
1,0.71214,1,2,0,1
0,0.81803,3,2,0,1
NaN,-Inf,3,2,0,0
0,0.6448,3,2,0,0
1,0.51008,1,2,1,0
0,0.53466,3,1,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
1,0.98981,3,1,1,1
NaN,-Inf,1,2,0,0
1,1.0079,1,2,0,0
1,0.69128,3,2,1,0
NaN,-Inf,3,1,0,0
1,0.92728,1,2,1,0
0,0.61395,1,2,0,1
NaN,-Inf,1,2,0,0
1,0.62131,3,1,0,1
1,0.75753,3,1,0,0
NaN,-Inf,3,1,0,0
1,0.79728,1,1,1,1
1,0.75898,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
1,0.59669,3,2,0,0
1,0.85933,1,2,1,1
1,0.91692,1,1,0,1
1,0.76888,1,1,0,0
1,0.80262,3,1,1,1
0,1.317,3,2,0,1
1,0.91692,1,2,1,0
