RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,NaN,0,0.5,0,2,NaN
0.78918,1,2,0.5,1,1,1
0.57883,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
-Inf,-1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.69867,1,2,0.5,1,2,2
-Inf,-1,2,0.5,1,2,2
-Inf,-1,2,0.5,1,2,2
0.46112,1,2,0.5,1,2,2
-Inf,-1,2,0.5,0,2,1
-Inf,-1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
-Inf,-1,2,0.5,0,1,2
-Inf,-1,2,0.5,1,1,1
0.89888,1,2,0.5,0,1,2
0.8786,1,2,0.5,1,1,1
-Inf,-1,2,0.5,0,1,2
-Inf,-1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,-1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
1.7043,1,3,0.5,0,2,1
0.93456,1,3,0.5,0,2,1
-Inf,-1,3,0.5,0,2,1
-Inf,-1,3,0.5,0,1,2
1.5559,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,-1,3,0.5,0,2,1
0.6182,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,-1,3,0.5,1,1,1
-Inf,-1,3,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,-1,3,0.5,0,1,2
-Inf,-1,3,0.5,1,1,1
-Inf,-1,3,0.5,1,2,2
-Inf,-1,3,0.5,1,1,1
-Inf,-1,3,0.5,1,2,2
-Inf,-1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.60944,0,3,0.5,0,1,2
1.1113,1,1,0.5,0,2,1
0.66548,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,-1,1,0.5,0,1,2
-Inf,-1,1,0.5,1,1,1
0.60931,1,1,0.5,1,1,1
0.64618,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
