RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,NaN,0,0.5,0,2,NaN
0.75591,1,2,0.5,1,1,1
0.49817,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.66623,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.57009,1,2,0.5,1,2,2
0.54991,1,2,0.5,1,2,2
0.48834,1,2,0.5,1,2,2
0.50458,1,2,0.5,1,2,2
0.58182,1,2,0.5,0,2,1
0.53613,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.42215,1,2,0.5,0,1,2
0.51789,1,2,0.5,1,1,1
0.43373,1,2,0.5,0,1,2
0.4215,1,2,0.5,1,1,1
0.53176,0,2,0.5,0,1,2
0.45807,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.51609,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.50366,1,3,0.5,0,2,1
0.45372,1,3,0.5,0,2,1
0.45388,1,3,0.5,0,2,1
0.45169,1,3,0.5,0,1,2
0.51572,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.54938,1,3,0.5,0,2,1
0.51369,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.57572,1,3,0.5,1,1,1
0.5174,1,3,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.48749,1,3,0.5,0,1,2
0.51531,1,3,0.5,1,1,1
0.48375,1,3,0.5,1,2,2
0.62483,1,3,0.5,1,1,1
0.44947,1,3,0.5,1,2,2
0.51369,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.58542,1,3,0.5,0,1,2
0.50306,1,1,0.5,0,2,1
0.47295,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.51339,1,1,0.5,0,1,2
0.58074,1,1,0.5,1,1,1
0.45694,1,1,0.5,1,1,1
0.5028,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.44916,1,1,0.5,1,2,2
0.48507,1,1,0.5,0,2,1
0.45068,1,1,0.5,1,1,1
0.46697,1,1,0.5,1,2,2
0.5826,1,1,0.5,1,2,2
0.52038,1,1,0.5,0,1,2
0.47218,1,1,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.47822,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,1,0.5,0,1,NaN
0.54237,1,1,0.5,0,1,2
0.4588,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,1,NaN
0.49888,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.59676,1,1,0.5,0,1,2
0.47275,1,1,0.5,1,1,1
0.53641,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.49603,1,1,0.5,0,1,2
0.47617,1,1,0.5,0,1,2
0.46264,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.48068,1,1,0.5,0,2,1
0.49083,1,1,0.5,1,1,1
0.46452,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.53818,1,1,0.5,1,2,2
0.59042,1,1,0.5,0,2,1
0.50864,1,1,0.5,0,1,2
0.5499,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.44774,1,1,0.5,1,1,1
0.48006,1,1,0.5,1,2,2
0.68575,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
0.47584,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
0.44561,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.44556,1,2,0.5,0,2,1
0.47594,1,2,0.5,0,1,2
0.50702,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.43326,1,2,0.5,1,2,2
0.47565,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.5012,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.65338,1,2,0.5,1,2,2
0.57358,1,2,0.5,1,1,1
0.42549,1,2,0.5,0,1,2
0.44129,1,2,0.5,1,2,2
0.52061,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.56954,1,2,0.5,0,2,1
0.59314,1,2,0.5,0,2,1
0.51314,1,3,0.5,1,2,2
0.5127,1,3,0.5,0,2,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.48735,1,3,0.5,0,1,2
0.48296,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.47045,1,3,0.5,0,2,1
0.47313,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
0.52107,1,3,0.5,0,2,1
0.44636,1,3,0.5,0,1,2
0.50057,1,3,0.5,0,2,1
0.48097,1,3,0.5,0,1,2
0.4732,1,3,0.5,1,2,2
0.44471,1,3,0.5,1,2,2
0.44661,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.45486,1,3,0.5,0,1,2
0.55456,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.458,1,3,0.5,1,2,2
