Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,1,0,0
1,1.5974,3,2,0,1
1,1.2953,3,2,0,0
1,1.3812,1,2,0,0
1,1.555,1,1,1,0
NaN,-Inf,1,2,0,0
1,1.3468,1,1,1,1
0,1.7099,3,2,1,1
1,1.0365,3,2,1,0
1,1.1683,1,2,0,1
1,1.3242,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.1439,3,2,1,0
1,1.4478,1,1,0,1
0,1.0937,3,1,0,1
NaN,-Inf,1,2,0,0
1,0.98742,1,1,0,0
-1,-Inf,3,1,1,0
0,1.0009,3,2,1,1
0,0.72279,3,2,0,1
NaN,-Inf,1,2,0,0
1,1.3145,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,0,0
1,1.0339,1,2,1,0
1,0.9339,1,1,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,2,1,0
1,0.95337,1,1,1,1
1,1.4813,1,2,0,1
1,1.1611,3,2,0,0
NaN,-Inf,3,1,0,0
1,0.96495,1,2,0,0
1,1.9629,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.4447,1,1,0,0
1,1.1247,1,1,0,1
1,0.9524,1,2,1,0
1,1.608,1,1,1,1
NaN,-Inf,1,2,0,0
1,0.9119,3,1,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
1,1.3072,3,1,1,1
NaN,-Inf,3,1,1,0
0,1.603,3,1,1,0
0,0.98483,3,1,0,1
NaN,-Inf,1,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,1.1392,3,2,1,0
1,1.2451,3,2,1,0
1,1.1868,1,2,0,1
1,1.1846,1,1,1,1
NaN,-Inf,3,1,0,0
1,0.95452,1,2,0,0
1,1.1343,3,1,1,1
1,0.84009,1,2,1,0
NaN,-Inf,1,1,1,0
1,1.6879,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.89164,3,1,0,1
1,1.3074,1,2,1,1
1,1.4072,1,1,0,0
1,1.6149,1,1,0,1
1,0.82487,3,1,0,1
NaN,-Inf,3,2,0,0
1,0.94679,3,2,0,0
1,1.006,1,1,1,0
1,1.0123,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
1,1.3,3,1,1,1
NaN,-Inf,1,1,0,0
1,0.78972,1,1,0,0
1,1.4855,3,2,1,0
NaN,-Inf,3,2,0,0
1,1.1972,1,2,1,0
1,0.98643,1,1,0,1
NaN,-Inf,1,2,0,0
0,1.0108,3,2,0,1
1,1.6029,3,1,0,0
NaN,-Inf,3,1,0,0
1,1.4805,1,2,1,1
1,1.1482,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,0.88913,3,1,0,0
1,0.85576,1,1,1,1
1,0.72161,1,2,0,1
1,1.5981,1,2,0,0
1,0.95938,3,2,1,1
0,0.92115,3,1,0,1
1,1.0809,1,1,1,0
