Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,1,0,0
1,1.0619,3,1,0,1
1,0.73603,3,1,0,0
1,0.54964,1,1,0,0
1,0.88392,1,2,1,0
NaN,-Inf,1,1,0,0
0,0.78005,1,1,1,1
1,1.8791,3,2,1,1
1,0.65325,3,2,1,0
1,1.0975,1,2,0,1
1,0.74965,1,2,1,1
NaN,-Inf,3,2,0,0
1,0.78554,3,2,1,0
1,0.75351,1,2,0,1
0,1.1266,3,1,0,1
NaN,-Inf,1,1,0,0
1,1.0527,1,1,0,0
1,0.7189,3,2,1,0
1,1.0584,3,1,1,1
0,0.9844,3,1,0,1
NaN,-Inf,1,1,0,0
0,1.1805,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
0,1.2279,1,2,1,0
1,0.8002,1,1,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,2,1,0
0,1.8843,1,2,1,1
0,1.3433,1,2,0,1
1,0.97194,3,2,0,0
NaN,-Inf,3,1,0,0
1,0.78354,1,2,0,0
0,1.838,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.81511,1,1,0,0
-1,-Inf,1,2,0,1
1,1.0432,1,1,1,0
1,0.82742,1,2,1,1
NaN,-Inf,1,1,0,0
1,0.88295,3,2,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,2,1,0
1,1.0707,3,2,1,1
NaN,-Inf,3,1,1,0
1,1.3665,3,2,1,0
0,1.0443,3,1,0,1
NaN,-Inf,1,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
0,1.6356,3,1,1,0
1,0.78928,3,1,1,0
1,1.0349,1,1,0,1
1,1.138,1,2,1,1
NaN,-Inf,3,2,0,0
1,1.0512,1,2,0,0
0,0.78308,3,1,1,1
1,0.96957,1,2,1,0
NaN,-Inf,1,1,1,0
1,0.90528,3,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,0.78913,3,1,0,1
-1,-Inf,1,2,1,1
1,1.3525,1,1,0,0
1,0.80036,1,1,0,1
1,0.81015,3,2,0,1
NaN,-Inf,3,2,0,0
1,0.70883,3,2,0,0
1,1.6947,1,1,1,0
1,0.87865,3,1,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
1,0.83763,3,1,1,1
NaN,-Inf,1,2,0,0
1,0.83218,1,1,0,0
1,0.79165,3,1,1,0
NaN,-Inf,3,2,0,0
1,1.0321,1,2,1,0
1,0.77407,1,2,0,1
NaN,-Inf,1,2,0,0
1,0.81394,3,1,0,1
1,0.80549,3,1,0,0
NaN,-Inf,3,1,0,0
0,1.0348,1,2,1,1
0,1.0633,3,1,1,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.4528,3,1,0,0
-1,-Inf,1,2,1,1
1,0.82117,1,2,0,1
1,0.66463,1,1,0,0
1,1.3711,3,2,1,1
0,1.1727,3,1,0,1
1,0.7731,1,2,1,0
