Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,1,1,0
1,1.5397,3,1,1,0
1,1.1495,3,2,1,0
1,1.2515,1,1,0,1
1,0.97782,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.6199,1,1,0,0
1,1.5034,3,2,1,1
1,0.80902,1,2,1,0
NaN,-Inf,1,1,1,0
1,1.9134,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
-1,-Inf,3,2,0,1
1,0.94093,1,2,1,1
1,1.4085,1,1,0,0
1,1.4087,1,1,0,1
-1,-Inf,3,2,0,1
NaN,-Inf,3,2,0,0
-1,-Inf,3,2,0,0
-1,-Inf,1,2,1,0
1,1.3185,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
-1,-Inf,3,1,1,1
NaN,-Inf,1,1,0,0
1,1.3362,1,1,0,0
1,1.1115,3,2,1,0
NaN,-Inf,3,2,0,0
1,0.8634,1,1,1,0
1,0.98192,1,2,0,1
NaN,-Inf,1,2,0,0
1,1.542,3,1,0,1
1,1.1572,3,2,0,0
NaN,-Inf,3,2,0,0
1,1.3079,1,2,1,1
1,1.7515,3,1,1,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.262,3,1,0,0
-1,-Inf,1,1,1,1
-1,-Inf,1,2,0,1
1,1.4973,1,1,0,0
1,1.7877,3,2,1,1
0,1.4769,3,2,0,1
1,1.4522,1,1,1,0
NaN,-Inf,3,2,0,0
0,1.3433,3,2,0,1
1,1.2883,3,2,0,0
1,0.91009,1,2,0,0
1,0.8283,1,1,1,0
NaN,-Inf,1,1,0,0
0,1.1394,1,1,1,1
1,1.1356,3,2,1,1
-1,-Inf,3,1,1,0
1,1.0664,1,1,0,1
0,1.6699,1,1,1,1
NaN,-Inf,3,2,0,0
0,1.6139,3,2,1,0
-1,-Inf,1,2,0,1
1,0.99128,3,1,0,1
NaN,-Inf,1,2,0,0
1,1.2531,1,1,0,0
-1,-Inf,3,2,1,0
1,1.1231,3,1,1,1
0,1.5725,3,2,0,1
NaN,-Inf,1,2,0,0
1,1.1332,3,1,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,0,0
-1,-Inf,1,2,1,0
0,1.0429,1,2,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
1,0.91581,1,1,1,1
-1,-Inf,1,1,0,1
1,1.1085,3,1,0,0
NaN,-Inf,3,2,0,0
1,1.5178,1,1,0,0
1,1.4455,3,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
1,1.5043,1,2,0,0
1,1.088,1,1,0,1
0,1.9647,1,1,1,0
1,1.0358,1,1,1,1
NaN,-Inf,1,2,0,0
0,1.4592,3,2,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
-1,-Inf,3,2,1,1
NaN,-Inf,3,2,1,0
0,1.4787,3,2,1,0
1,0.94914,3,1,0,1
