Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,1,0
1,1.6434,3,2,1,0
0,1.189,3,2,1,0
-1,-Inf,1,2,0,1
1,1.4252,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.5709,1,1,0,0
1,1.9032,3,2,1,1
1,1.2246,1,1,1,0
NaN,-Inf,1,2,1,0
1,1.2164,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
-1,-Inf,3,2,0,1
1,1.6767,1,1,1,1
1,1.8246,1,1,0,0
0,1.4485,1,2,0,1
-1,-Inf,3,1,0,1
NaN,-Inf,3,1,0,0
1,1.6679,3,2,0,0
1,1.1498,1,1,1,0
1,0.8697,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
1,0.00077307,3,2,1,1
NaN,-Inf,1,1,0,0
1,1.3114,1,2,0,0
0,1.5912,3,1,1,0
NaN,-Inf,3,1,0,0
1,1.8236,1,2,1,0
1,0.87769,1,2,0,1
NaN,-Inf,1,2,0,0
0,1.4052,3,2,0,1
-1,-Inf,3,1,0,0
NaN,-Inf,3,1,0,0
0,1.7787,1,2,1,1
0,1.6707,3,1,1,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
0,1.3249,3,2,0,0
-1,-Inf,1,1,1,1
1,1.3166,1,1,0,1
1,1.1689,1,1,0,0
-1,-Inf,3,1,1,1
0,1.5084,3,1,0,1
0,1.5004,1,1,1,0
NaN,-Inf,3,2,0,0
0,1.3607,3,1,0,1
1,0.92037,3,2,0,0
1,1.0059,1,1,0,0
1,0.97977,1,1,1,0
NaN,-Inf,1,2,0,0
1,1.2919,1,2,1,1
1,1.3998,3,1,1,1
-1,-Inf,3,2,1,0
1,1.3135,1,2,0,1
1,0.96577,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.4279,3,1,1,0
1,1.5057,1,1,0,1
-1,-Inf,3,2,0,1
NaN,-Inf,1,1,0,0
-1,-Inf,1,1,0,0
0,1.015,3,1,1,0
0,0.77881,3,1,1,1
1,1.8855,3,2,0,1
NaN,-Inf,1,1,0,0
1,1.7652,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,1.6598,1,1,1,0
1,1.2083,1,1,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
-1,-Inf,1,2,1,1
1,1.726,1,1,0,1
1,1.1879,3,1,0,0
NaN,-Inf,3,2,0,0
1,1.8081,1,2,0,0
1,1.2139,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.2473,1,1,0,0
0,1.8803,1,2,0,1
1,1.4196,1,2,1,0
1,1.8275,1,2,1,1
NaN,-Inf,1,1,0,0
1,1.14,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
-1,-Inf,3,1,1,1
NaN,-Inf,3,1,1,0
-1,-Inf,3,2,1,0
0,1.0852,3,1,0,1
