Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,2,0,0
0,1.814,3,2,0,1
1,1.152,3,1,0,0
-1,-Inf,1,1,0,0
1,1.0916,1,2,1,0
NaN,-Inf,1,2,0,0
-1,-Inf,1,2,1,1
0,1.355,3,1,1,1
1,1.286,3,2,1,0
1,1.9931,1,1,0,1
1,1.445,1,1,1,1
NaN,-Inf,3,2,0,0
-1,-Inf,3,2,1,0
-1,-Inf,1,2,0,1
1,1.039,3,2,0,1
NaN,-Inf,1,1,0,0
1,1.9574,1,2,0,0
0,1.5997,3,1,1,0
1,1.1869,3,2,1,1
0,1.2131,3,1,0,1
NaN,-Inf,1,2,0,0
0,1.1018,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,1.1087,1,1,1,0
-1,-Inf,1,1,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
-1,-Inf,1,2,1,1
-1,-Inf,1,1,0,1
-1,-Inf,3,2,0,0
NaN,-Inf,3,1,0,0
1,1.8164,1,2,0,0
1,1.598,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,1,0,0
1,1.952,1,2,0,0
1,0.93636,1,1,0,1
-1,-Inf,1,2,1,0
-1,-Inf,1,1,1,1
NaN,-Inf,1,2,0,0
-1,-Inf,3,1,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
-1,-Inf,3,2,1,1
NaN,-Inf,3,1,1,0
-1,-Inf,3,2,1,0
-1,-Inf,3,1,0,1
NaN,-Inf,1,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,1,0
-1,-Inf,3,2,1,0
-1,-Inf,3,2,1,0
0,1.3955,1,2,0,1
-1,-Inf,1,2,1,1
NaN,-Inf,3,1,0,0
-1,-Inf,1,1,0,0
-1,-Inf,3,2,1,1
-1,-Inf,1,1,1,0
NaN,-Inf,1,1,1,0
-1,-Inf,3,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
-1,-Inf,3,2,0,1
-1,-Inf,1,1,1,1
-1,-Inf,1,1,0,0
-1,-Inf,1,2,0,1
-1,-Inf,3,1,0,1
NaN,-Inf,3,1,0,0
-1,-Inf,3,1,0,0
-1,-Inf,1,2,1,0
0,1.7266,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,1,0
0,1.5664,3,1,1,1
NaN,-Inf,1,2,0,0
1,1.1684,1,2,0,0
1,1.7134,3,2,1,0
NaN,-Inf,3,2,0,0
0,0.00075557,1,1,1,0
0,1.278,1,2,0,1
NaN,-Inf,1,1,0,0
1,1.1255,3,2,0,1
-1,-Inf,3,1,0,0
NaN,-Inf,3,1,0,0
1,1.0198,1,2,1,1
1,0.86321,3,1,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
-1,-Inf,3,1,0,0
-1,-Inf,1,2,1,1
-1,-Inf,1,1,0,1
-1,-Inf,1,1,0,0
-1,-Inf,3,1,1,1
-1,-Inf,3,2,0,1
1,0.00074402,1,2,1,0
