RT,Crt,trltp,shrink,iscong,trgtside,crtdir
0.51852,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.43196,1,1,0.5,0,1,2
0.46003,1,1,0.5,1,1,1
0.45243,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.45177,1,1,0.5,0,2,1
0.4716,1,1,0.5,0,2,1
0.43277,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.49152,0,1,0.5,0,2,1
0.53678,1,1,0.5,1,2,2
0.4273,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.45296,1,1,0.5,1,2,2
0.43339,1,1,0.5,0,2,1
0.42342,1,1,0.5,0,1,2
0.40089,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.41936,1,1,0.5,1,1,1
0.42704,1,1,0.5,1,1,1
0.47224,1,2,0.5,1,2,2
-Inf,NaN,2,0.5,0,2,NaN
0.37507,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
0.3843,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
0.3604,1,2,0.5,0,1,2
0.35205,1,2,0.5,0,2,1
0.39045,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
0.46833,1,2,0.5,1,2,2
0.41443,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.48031,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,2,NaN
0.39989,1,2,0.5,1,1,1
0.3846,1,2,0.5,1,1,1
0.38627,1,2,0.5,0,2,1
0.40421,1,2,0.5,1,2,2
0.43597,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.44233,1,2,0.5,0,1,2
0.40426,1,2,0.5,0,1,2
0.43581,1,3,0.5,1,1,1
0.45189,1,3,0.5,0,1,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.43234,1,3,0.5,0,2,1
0.42132,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.43337,1,3,0.5,0,1,2
0.38689,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,1,NaN
0.34691,1,3,0.5,0,2,1
0.42549,1,3,0.5,0,2,1
0.38297,1,3,0.5,0,1,2
0.47521,1,3,0.5,0,1,2
0.45093,1,3,0.5,1,2,2
0.44658,1,3,0.5,1,2,2
0.38485,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.40087,1,3,0.5,0,1,2
0.39668,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.46081,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.44013,1,2,0.5,1,2,2
0.42241,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.46246,1,2,0.5,0,2,1
