RT,Crt,trltp,shrink,iscong,trgtside,crtdir
0.67736,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.52,1,1,0.5,0,1,2
0.49139,1,1,0.5,1,2,2
0.57142,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.49135,1,1,0.5,0,2,1
0.52775,1,1,0.5,0,2,1
0.38544,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.61292,1,1,0.5,0,2,1
0.47659,1,1,0.5,1,1,1
0.39481,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.46125,1,1,0.5,1,1,1
0.43277,1,1,0.5,0,1,2
0.53479,1,1,0.5,0,1,2
0.47245,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.65876,1,1,0.5,1,2,2
0.4822,1,1,0.5,1,1,1
0.50406,1,2,0.5,1,2,2
-Inf,NaN,2,0.5,0,1,NaN
0.45432,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.65644,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.54368,1,2,0.5,0,2,1
0.60632,1,2,0.5,0,1,2
0.46198,1,2,0.5,1,2,2
-Inf,NaN,2,0.5,0,1,NaN
0.49994,1,2,0.5,1,1,1
0.44596,0,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.52816,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
0.45571,1,2,0.5,1,2,2
0.47885,1,2,0.5,1,2,2
0.56364,1,2,0.5,0,2,1
0.67552,1,2,0.5,1,1,1
0.49131,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.48921,1,2,0.5,0,2,1
0.50782,1,2,0.5,0,1,2
0.63556,1,3,0.5,1,2,2
0.41911,1,3,0.5,0,1,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.49678,1,3,0.5,0,1,2
0.52577,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.43275,1,3,0.5,0,1,2
0.54723,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,1,NaN
0.54697,1,3,0.5,0,2,1
0.44848,1,3,0.5,0,1,2
0.80643,1,3,0.5,0,2,1
0.57826,0,3,0.5,0,2,1
0.49032,1,3,0.5,1,2,2
0.59042,1,3,0.5,1,1,1
0.59209,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.52877,1,3,0.5,0,1,2
0.57241,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.58824,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.68738,1,2,0.5,1,1,1
0.56618,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,2,NaN
0.45319,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.54128,1,2,0.5,1,2,2
0.95324,1,2,0.5,1,1,1
0.5792,1,2,0.5,1,1,1
0.43121,1,2,0.5,1,2,2
0.44122,1,2,0.5,0,1,2
0.43536,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.43284,1,2,0.5,0,2,1
0.49724,1,2,0.5,1,2,2
0.57266,1,2,0.5,0,2,1
0.5613,1,2,0.5,1,1,1
0.53488,1,2,0.5,0,1,2
0.51671,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.47892,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.5709,1,3,0.5,0,1,2
0.46438,1,3,0.5,0,1,2
0.84851,1,3,0.5,0,2,1
1.0459,0,3,0.5,0,1,2
0.5825,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.52865,1,3,0.5,0,2,1
0.51659,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.57436,1,3,0.5,1,2,2
0.48042,1,3,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
0.64952,1,3,0.5,0,1,2
0.66225,1,3,0.5,1,1,1
0.49397,1,3,0.5,1,1,1
0.53163,1,3,0.5,1,2,2
0.58819,1,3,0.5,1,2,2
0.49811,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.49977,1,3,0.5,0,2,1
0.42555,1,1,0.5,0,1,2
0.515,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.3954,1,1,0.5,0,1,2
0.46283,1,1,0.5,1,1,1
0.6193,1,1,0.5,1,2,2
0.64882,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.56997,1,1,0.5,1,1,1
0.43931,1,1,0.5,0,1,2
0.71685,1,1,0.5,1,1,1
0.57307,1,1,0.5,1,2,2
0.49713,1,1,0.5,1,2,2
0.42685,1,1,0.5,0,2,1
0.46682,1,1,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.49633,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,1,0.5,0,2,NaN
0.44049,1,1,0.5,0,1,2
0.46034,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
