Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,1,0
-1,-Inf,3,2,1,0
-1,-Inf,3,2,1,0
1,0.95549,1,2,0,1
1,1.4494,1,2,1,1
NaN,-Inf,3,2,0,0
1,1.1554,1,2,0,0
0,1.6166,3,2,1,1
1,0.86532,1,2,1,0
NaN,-Inf,1,2,1,0
1,1.0492,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,1,0,0
0,1.0205,3,2,0,1
1,1.0291,1,1,1,1
1,1.105,1,1,0,0
1,0.97669,1,2,0,1
1,1.4348,3,1,0,1
NaN,-Inf,3,1,0,0
1,1.1968,3,1,0,0
1,1.0306,1,2,1,0
1,0.87862,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
1,1.4956,3,1,1,1
NaN,-Inf,1,1,0,0
1,0.7724,1,1,0,0
1,1.1364,3,2,1,0
NaN,-Inf,3,2,0,0
1,0.79594,1,1,1,0
1,0.8142,1,2,0,1
NaN,-Inf,1,1,0,0
1,1.3822,3,1,0,1
1,1.2061,3,1,0,0
NaN,-Inf,3,2,0,0
0,1.252,1,2,1,1
1,0.98401,3,2,1,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.0858,3,2,0,0
1,0.9479,1,1,1,1
1,1.0857,1,1,0,1
1,0.84175,1,1,0,0
0,0.97168,3,1,1,1
1,1.0456,3,2,0,1
1,0.92539,1,1,1,0
NaN,-Inf,3,2,0,0
1,1.5176,3,1,0,1
1,0.71156,3,1,0,0
1,0.64563,1,2,0,0
1,1.6028,1,1,1,0
NaN,-Inf,1,1,0,0
1,1.0274,1,2,1,1
1,0.99933,3,1,1,1
1,1.1013,3,1,1,0
1,0.95325,1,1,0,1
1,0.87733,1,1,1,1
NaN,-Inf,3,2,0,0
0,1.4572,3,1,1,0
1,0.87314,1,1,0,1
1,0.87111,3,2,0,1
NaN,-Inf,1,1,0,0
1,1.0449,1,1,0,0
1,1.3028,3,2,1,0
1,1.5469,3,2,1,1
0,0.87675,3,2,0,1
NaN,-Inf,1,2,0,0
0,0.89673,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,2,0,0
1,1.1005,1,1,1,0
1,0.94388,1,2,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
-1,-Inf,1,2,1,1
0,1.3883,1,2,0,1
1,0.72417,3,2,0,0
NaN,-Inf,3,1,0,0
1,0.72022,1,1,0,0
1,0.96612,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.00057674,1,1,0,0
1,0.75207,1,1,0,1
1,0.99728,1,1,1,0
1,0.85187,1,1,1,1
NaN,-Inf,1,1,0,0
1,1.1559,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
0,0.87162,3,1,1,1
NaN,-Inf,3,1,1,0
1,0.87955,3,2,1,0
1,1.0287,3,2,0,1
