RT,Crt,trltp,shrink,iscong,trgtside,crtdir
1.0919,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.80584,1,1,0.5,0,2,1
0.55381,1,1,0.5,1,1,1
0.59382,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.44961,1,1,0.5,0,2,1
0.66159,1,1,0.5,0,1,2
0.58342,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.47335,1,1,0.5,0,2,1
0.55527,1,1,0.5,1,1,1
0.52132,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.53123,1,1,0.5,1,1,1
0.89213,1,1,0.5,0,1,2
0.36506,1,1,0.5,0,2,1
0.47099,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.44886,1,1,0.5,1,1,1
0.44887,1,1,0.5,1,2,2
0.45473,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
0.53262,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.56239,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.52641,1,2,0.5,0,2,1
0.48432,1,2,0.5,0,1,2
0.48436,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.55423,1,2,0.5,1,2,2
0.59621,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.45424,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.62999,1,2,0.5,1,2,2
0.48609,1,2,0.5,1,2,2
0.48191,1,2,0.5,0,2,1
0.49829,1,2,0.5,1,1,1
0.48182,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.40785,1,2,0.5,0,1,2
0.64967,1,2,0.5,0,2,1
0.58553,1,3,0.5,1,1,1
0.41756,1,3,0.5,0,1,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.50342,1,3,0.5,0,1,2
0.37927,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.41511,1,3,0.5,0,2,1
0.51263,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
0.66512,1,3,0.5,0,2,1
0.54296,0,3,0.5,0,1,2
0.56505,1,3,0.5,0,2,1
0.45682,1,3,0.5,0,2,1
0.61698,1,3,0.5,1,2,2
0.50884,1,3,0.5,1,2,2
