Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,2,0,0
1,0.88591,3,2,0,1
1,1.0003,3,1,0,0
1,0.95857,1,2,0,0
1,0.89201,1,1,1,0
NaN,-Inf,1,1,0,0
1,0.66037,1,1,1,1
1,0.71208,3,2,1,1
1,0.75797,3,2,1,0
1,0.89019,1,1,0,1
1,0.74903,1,1,1,1
NaN,-Inf,3,1,0,0
1,1.5137,3,1,1,0
1,0.85752,1,2,0,1
1,1.0557,3,2,0,1
NaN,-Inf,1,2,0,0
1,0.91753,1,2,0,0
1,1.1913,3,1,1,0
1,0.6758,3,1,1,1
1,0.86133,3,2,0,1
NaN,-Inf,1,1,0,0
1,0.72535,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,0,0
1,0.79698,1,1,1,0
0,1.5129,1,2,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
1,1.2687,1,2,1,1
1,0.86901,1,1,0,1
1,0.87667,3,1,0,0
NaN,-Inf,3,1,0,0
1,1.0558,1,2,0,0
1,0.839,3,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
1,0.73689,1,1,0,0
1,0.84044,1,2,0,1
1,0.74052,1,1,1,0
1,0.92526,1,1,1,1
NaN,-Inf,1,1,0,0
1,1.1242,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
1,0.74383,3,2,1,1
NaN,-Inf,3,1,1,0
1,0.85603,3,2,1,0
1,0.78232,3,2,0,1
NaN,-Inf,1,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,1,0
1,1.2357,3,1,1,0
1,0.96607,3,1,1,0
1,0.74824,1,2,0,1
1,0.86581,1,1,1,1
NaN,-Inf,3,1,0,0
-1,-Inf,1,2,0,0
1,0.75968,3,2,1,1
1,0.78607,1,2,1,0
NaN,-Inf,1,2,1,0
0,0.64941,3,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
0,0.8776,3,1,0,1
0,1.1096,1,1,1,1
1,1.2255,1,2,0,0
0,1.993,1,1,0,1
0,1.4756,3,2,0,1
NaN,-Inf,3,2,0,0
1,0.87692,3,2,0,0
1,0.99328,1,2,1,0
1,1.1746,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
0,0.79089,3,1,1,1
NaN,-Inf,1,1,0,0
1,1.0246,1,2,0,0
1,1.2887,3,1,1,0
NaN,-Inf,3,1,0,0
1,1.6728,1,1,1,0
1,0.93437,1,2,0,1
NaN,-Inf,1,2,0,0
1,0.83029,3,1,0,1
1,0.75886,3,2,0,0
NaN,-Inf,3,2,0,0
1,0.86836,1,2,1,1
1,0.83242,3,1,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
1,1.1342,3,1,0,0
1,0.63616,1,1,1,1
1,1.302,1,1,0,1
1,0.69787,1,2,0,0
1,1.4118,3,2,1,1
1,0.88636,3,1,0,1
1,0.90936,1,2,1,0
