Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
-1,-Inf,3,1,1,0
1,1.5015,3,1,1,0
1,1.7634,1,1,0,1
-1,-Inf,1,2,1,1
NaN,-Inf,3,1,0,0
0,1.3712,1,1,0,0
-1,-Inf,3,2,1,1
1,0.057052,1,1,1,0
NaN,-Inf,1,1,1,0
0,0.96854,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
0,1.4128,3,2,0,1
1,1.8367,1,1,1,1
-1,-Inf,1,2,0,0
1,1.9444,1,2,0,1
1,1.9383,3,2,0,1
NaN,-Inf,3,1,0,0
-1,-Inf,3,1,0,0
1,1.2617,1,1,1,0
1,1.1021,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
-1,-Inf,3,1,1,1
NaN,-Inf,1,2,0,0
1,1.4958,1,2,0,0
0,1.5277,3,2,1,0
NaN,-Inf,3,1,0,0
1,1.7116,1,1,1,0
1,1.6131,1,1,0,1
NaN,-Inf,1,2,0,0
0,1.8214,3,1,0,1
-1,-Inf,3,2,0,0
NaN,-Inf,3,2,0,0
1,1.7553,1,2,1,1
0,1.543,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
-1,-Inf,3,1,0,0
-1,-Inf,1,1,1,1
0,1.5248,1,1,0,1
-1,-Inf,1,2,0,0
1,1.5387,3,2,1,1
0,1.4526,3,1,0,1
-1,-Inf,1,2,1,0
NaN,-Inf,3,2,0,0
-1,-Inf,3,1,0,1
-1,-Inf,3,1,0,0
-1,-Inf,1,2,0,0
1,1.7554,1,1,1,0
NaN,-Inf,1,1,0,0
1,1.6833,1,2,1,1
1,1.3273,3,2,1,1
1,1.437,3,2,1,0
0,0.94503,1,1,0,1
-1,-Inf,1,2,1,1
NaN,-Inf,3,1,0,0
0,1.4648,3,2,1,0
0,1.5768,1,2,0,1
1,1.4147,3,1,0,1
NaN,-Inf,1,1,0,0
0,1.2365,1,2,0,0
1,1.1185,3,1,1,0
1,0.62645,3,2,1,1
0,1.9802,3,2,0,1
NaN,-Inf,1,2,0,0
0,1.6442,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
-1,-Inf,1,1,1,0
-1,-Inf,1,2,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,2,1,0
-1,-Inf,1,1,1,1
-1,-Inf,1,2,0,1
1,1.8507,3,2,0,0
NaN,-Inf,3,1,0,0
1,1.9351,1,2,0,0
1,1.8212,3,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
1,1.5192,1,1,0,0
-1,-Inf,1,1,0,1
1,1.1952,1,1,1,0
-1,-Inf,1,1,1,1
NaN,-Inf,1,2,0,0
1,1.9868,3,2,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,2,1,0
-1,-Inf,3,1,1,1
NaN,-Inf,3,1,1,0
1,1.7023,3,1,1,0
-1,-Inf,3,2,0,1
