RT,Crt,trltp,shrink,iscong,trgtside,crtdir
1.2704,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.58407,1,1,0.5,0,1,2
0.61975,1,1,0.5,1,1,1
0.46801,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.61155,1,1,0.5,0,2,1
0.61616,1,1,0.5,0,1,2
0.54581,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.45899,1,1,0.5,0,1,2
0.54952,1,1,0.5,1,1,1
0.5634,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.4853,1,1,0.5,1,2,2
0.48136,1,1,0.5,0,2,1
0.60699,1,1,0.5,0,2,1
0.51215,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.50727,1,1,0.5,1,1,1
0.4275,1,1,0.5,1,2,2
0.88887,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
0.44701,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.48851,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.66743,1,2,0.5,0,2,1
0.84674,1,2,0.5,0,2,1
0.56631,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.63662,1,2,0.5,1,2,2
0.54238,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.68002,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
1.8323,0,2,0.5,1,1,1
0.72851,1,2,0.5,1,2,2
1.7084,1,2,0.5,0,2,1
0.67635,1,2,0.5,1,1,1
1.0358,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.58792,1,2,0.5,0,1,2
0.55614,1,2,0.5,0,2,1
0.77152,1,3,0.5,1,2,2
0.58753,1,3,0.5,0,1,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.48939,1,3,0.5,0,1,2
0.59753,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.54522,1,3,0.5,0,1,2
0.64428,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
0.49934,1,3,0.5,0,1,2
0.64144,1,3,0.5,0,2,1
0.58314,1,3,0.5,0,2,1
0.65297,1,3,0.5,0,2,1
0.57909,1,3,0.5,1,2,2
0.54267,1,3,0.5,1,2,2
0.53686,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
1.0419,1,3,0.5,0,2,1
0.59685,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.65269,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.56868,1,2,0.5,1,2,2
0.67828,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
0.68596,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.61425,1,2,0.5,1,1,1
0.74568,1,2,0.5,1,2,2
0.77982,1,2,0.5,1,1,1
0.55962,1,2,0.5,1,1,1
0.56962,1,2,0.5,0,2,1
0.6358,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.58578,1,2,0.5,0,1,2
0.48967,1,2,0.5,1,2,2
0.55754,1,2,0.5,0,1,2
0.74499,1,2,0.5,1,1,1
0.49565,1,2,0.5,0,1,2
0.51773,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.49569,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.71496,1,3,0.5,0,2,1
0.77682,1,3,0.5,0,2,1
0.52085,1,3,0.5,0,2,1
0.51931,1,3,0.5,0,1,2
0.55118,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.43227,1,3,0.5,0,1,2
0.6283,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.84705,1,3,0.5,1,2,2
0.62463,1,3,0.5,0,2,1
