Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,1.2435,3,2,1,0
1,0.91795,3,1,1,0
1,0.73171,1,2,0,1
-1,-Inf,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.316,1,1,0,0
0,0.79909,3,2,1,1
1,0.92961,1,1,1,0
NaN,-Inf,1,1,1,0
1,1.6817,3,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,1.061,3,2,0,1
1,0.53337,1,1,1,1
1,0.89724,1,1,0,0
1,1.0568,1,1,0,1
1,1.0351,3,2,0,1
NaN,-Inf,3,2,0,0
1,1.0526,3,2,0,0
1,0.61499,1,1,1,0
1,1.5104,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
1,0.75119,3,1,1,1
NaN,-Inf,1,1,0,0
1,1.0408,1,1,0,0
1,1.0487,3,1,1,0
NaN,-Inf,3,2,0,0
1,0.52017,1,1,1,0
1,0.79844,1,1,0,1
NaN,-Inf,1,2,0,0
1,1.2386,3,1,0,1
1,0.88633,3,1,0,0
NaN,-Inf,3,2,0,0
0,0.78062,1,1,1,1
1,0.94462,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
0,0.74966,3,2,0,0
0,0.66755,1,1,1,1
1,1.3259,1,1,0,1
1,0.92975,1,1,0,0
1,1.6034,3,2,1,1
1,1.5497,3,2,0,1
1,1.0779,1,2,1,0
NaN,-Inf,3,1,0,0
1,1.2216,3,1,0,1
1,0.80458,3,1,0,0
1,1.2613,1,2,0,0
1,0.77953,1,1,1,0
NaN,-Inf,1,1,0,0
1,0.75515,1,1,1,1
1,1.2796,3,1,1,1
1,0.95729,3,1,1,0
1,1.1533,1,1,0,1
1,1.2289,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.1847,3,2,1,0
1,1.0241,1,2,0,1
1,1.0552,3,2,0,1
NaN,-Inf,1,1,0,0
1,1.3903,1,2,0,0
1,1.7191,3,2,1,0
1,1.019,3,2,1,1
1,1.3327,3,2,0,1
NaN,-Inf,1,1,0,0
1,0.77268,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,1.2758,1,2,1,0
1,1.0483,1,2,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,1.1804,1,2,1,1
1,1.3643,1,2,0,1
1,1.2522,3,1,0,0
NaN,-Inf,3,2,0,0
1,1.0823,1,1,0,0
1,1.0385,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.98323,1,2,0,0
1,1.0402,1,1,0,1
1,0.87606,1,1,1,0
1,0.71539,1,2,1,1
NaN,-Inf,1,2,0,0
1,1.2597,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
1,0.97601,3,1,1,1
NaN,-Inf,3,1,1,0
0,1.4006,3,2,1,0
0,1.6775,3,1,0,1
