RT,Crt,trltp,shrink,iscong,trgtside,crtdir
1.0035,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.81188,1,1,0.5,0,1,2
0.85597,1,1,0.5,1,2,2
1.128,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.65589,1,1,0.5,0,2,1
0.77973,1,1,0.5,0,1,2
1.0459,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.56755,1,1,0.5,0,2,1
0.48969,1,1,0.5,1,2,2
0.47166,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.54576,1,1,0.5,1,2,2
0.45256,1,1,0.5,0,1,2
0.54736,1,1,0.5,0,2,1
0.5169,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
0.52741,1,1,0.5,1,2,2
0.55948,1,1,0.5,1,2,2
0.96521,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.49137,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.46099,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.45296,1,2,0.5,0,1,2
0.76294,1,2,0.5,0,2,1
0.47492,1,2,0.5,1,2,2
-Inf,NaN,2,0.5,0,2,NaN
0.47239,1,2,0.5,1,2,2
0.53881,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.54873,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.46075,1,2,0.5,1,1,1
0.64467,1,2,0.5,1,1,1
0.60081,1,2,0.5,0,2,1
0.59273,1,2,0.5,1,1,1
0.5766,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.45464,1,2,0.5,0,1,2
0.63269,1,2,0.5,0,1,2
0.61641,1,3,0.5,1,1,1
1.5684,1,3,0.5,0,1,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.63844,1,3,0.5,0,1,2
0.77827,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.61411,1,3,0.5,0,2,1
0.6403,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
0.52805,1,3,0.5,0,1,2
0.59799,1,3,0.5,0,2,1
0.54791,1,3,0.5,0,1,2
1.1919,1,3,0.5,0,2,1
0.84022,1,3,0.5,1,1,1
0.58807,1,3,0.5,1,2,2
0.57387,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.58981,1,3,0.5,0,2,1
0.57009,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.65778,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.57997,1,2,0.5,1,2,2
0.618,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
1.058,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.60183,1,2,0.5,1,2,2
0.65386,1,2,0.5,1,1,1
0.79184,1,2,0.5,1,1,1
0.77169,1,2,0.5,1,1,1
0.87775,1,2,0.5,0,1,2
0.61568,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.67767,1,2,0.5,0,2,1
0.55772,1,2,0.5,1,2,2
0.6737,1,2,0.5,0,2,1
0.66157,1,2,0.5,1,1,1
0.6754,1,2,0.5,0,1,2
0.66556,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.53144,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.77518,1,3,0.5,0,1,2
0.64506,1,3,0.5,0,1,2
0.57309,1,3,0.5,0,2,1
0.58715,1,3,0.5,0,1,2
0.74688,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.52505,1,3,0.5,0,1,2
0.64893,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.65104,1,3,0.5,1,1,1
0.60512,1,3,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
0.59906,1,3,0.5,0,1,2
0.69872,1,3,0.5,1,1,1
0.53077,1,3,0.5,1,2,2
0.58469,1,3,0.5,1,2,2
0.66481,1,3,0.5,1,1,1
0.45463,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.64864,1,3,0.5,0,2,1
0.39826,1,1,0.5,0,1,2
0.47235,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.52056,1,1,0.5,0,2,1
0.48456,1,1,0.5,1,2,2
0.48026,1,1,0.5,1,1,1
0.43837,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.40828,1,1,0.5,1,2,2
0.54806,1,1,0.5,0,2,1
0.48192,1,1,0.5,1,2,2
0.57801,1,1,0.5,1,2,2
0.53404,1,1,0.5,1,1,1
0.52809,1,1,0.5,0,1,2
0.65591,1,1,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.59003,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,1,0.5,0,2,NaN
0.50964,1,1,0.5,0,2,1
0.48986,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,2,NaN
