Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,0.63598,3,2,1,0
1,0.83744,3,1,1,0
1,1.6591,1,2,0,1
1,1.1537,1,1,1,1
NaN,-Inf,3,2,0,0
1,0.94757,1,1,0,0
1,0.95144,3,2,1,1
1,0.8008,1,1,1,0
NaN,-Inf,1,1,1,0
1,1.3933,3,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,0.97269,3,2,0,1
1,1.013,1,1,1,1
1,0.76055,1,1,0,0
1,1.0084,1,1,0,1
0,1.0264,3,2,0,1
NaN,-Inf,3,2,0,0
1,0.88857,3,2,0,0
1,0.70296,1,1,1,0
0,0.66238,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
1,0.81447,3,1,1,1
NaN,-Inf,1,1,0,0
1,0.72863,1,1,0,0
1,0.70575,3,1,1,0
NaN,-Inf,3,2,0,0
1,0.65137,1,1,1,0
1,0.93416,1,1,0,1
NaN,-Inf,1,2,0,0
0,1.1264,3,1,0,1
1,0.98184,3,1,0,0
NaN,-Inf,3,2,0,0
1,1.316,1,1,1,1
1,0.784,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,0.88587,3,2,0,0
1,0.85145,1,1,1,1
1,0.87921,1,1,0,1
1,0.71369,1,1,0,0
1,1.1148,3,2,1,1
1,0.96595,3,2,0,1
1,1.0852,1,2,1,0
NaN,-Inf,3,1,0,0
0,1.1941,3,1,0,1
0,1.0091,3,1,0,0
1,1.21,1,2,0,0
1,1.1918,1,1,1,0
NaN,-Inf,1,1,0,0
1,1.3112,1,1,1,1
1,1.2279,3,1,1,1
1,0.92162,3,1,1,0
1,0.99776,1,1,0,1
1,0.81708,1,1,1,1
NaN,-Inf,3,2,0,0
1,0.69341,3,2,1,0
1,1.0694,1,2,0,1
1,0.92297,3,2,0,1
NaN,-Inf,1,1,0,0
1,0.72013,1,2,0,0
1,0.7869,3,2,1,0
0,0.671,3,2,1,1
0,1.281,3,2,0,1
NaN,-Inf,1,1,0,0
1,0.83302,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,0.7522,1,2,1,0
1,0.78068,1,2,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,0.77668,1,2,1,1
1,0.89705,1,2,0,1
1,0.84039,3,1,0,0
NaN,-Inf,3,2,0,0
1,0.7002,1,1,0,0
1,0.92192,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.70808,1,2,0,0
1,0.79673,1,1,0,1
1,0.69601,1,1,1,0
1,1.1444,1,2,1,1
NaN,-Inf,1,2,0,0
1,0.86458,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
0,1.212,3,1,1,1
NaN,-Inf,3,1,1,0
1,0.83611,3,2,1,0
0,0.75377,3,1,0,1
