Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,1,0,0
1,1.9658,3,1,0,1
1,1.4073,3,2,0,0
1,1.5574,1,2,0,0
0,1.2203,1,2,1,0
NaN,-Inf,1,2,0,0
1,1.539,1,2,1,1
-1,-Inf,3,1,1,1
1,0.76537,3,1,1,0
1,1.2176,1,1,0,1
1,1.2771,1,2,1,1
NaN,-Inf,3,2,0,0
1,1.4159,3,1,1,0
1,1.1532,1,2,0,1
1,1.1667,3,2,0,1
NaN,-Inf,1,2,0,0
1,1.6128,1,1,0,0
1,1.0785,3,1,1,0
1,0.52281,3,1,1,1
0,1.0925,3,2,0,1
NaN,-Inf,1,1,0,0
0,1.6991,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,2,0,0
1,1.1401,1,1,1,0
1,0.9121,1,1,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
1,1.0834,1,2,1,1
-1,-Inf,1,1,0,1
1,1.66,3,1,0,0
NaN,-Inf,3,1,0,0
1,1.3038,1,2,0,0
1,1.5087,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
-1,-Inf,1,2,0,0
0,1.0877,1,2,0,1
1,1.027,1,1,1,0
1,1.1314,1,1,1,1
NaN,-Inf,1,2,0,0
1,1.3227,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
1,1.5188,3,2,1,1
NaN,-Inf,3,1,1,0
1,1.7024,3,1,1,0
0,1.8845,3,1,0,1
NaN,-Inf,1,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,1.2193,3,1,1,0
1,1.0937,3,2,1,0
1,0.90717,1,1,0,1
1,0.94438,1,2,1,1
NaN,-Inf,3,2,0,0
-1,-Inf,1,2,0,0
0,1.2792,3,1,1,1
1,1.0255,1,1,1,0
NaN,-Inf,1,1,1,0
1,1.9215,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
-1,-Inf,3,2,0,1
1,1.0049,1,1,1,1
1,1.4968,1,1,0,0
1,1.2006,1,1,0,1
0,1.1789,3,2,0,1
NaN,-Inf,3,2,0,0
1,1.1801,3,1,0,0
1,1.0987,1,1,1,0
-1,-Inf,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
1,1.1984,3,2,1,1
NaN,-Inf,1,2,0,0
1,1.0559,1,1,0,0
1,1.1917,3,2,1,0
NaN,-Inf,3,1,0,0
1,0.99302,1,1,1,0
-1,-Inf,1,2,0,1
NaN,-Inf,1,2,0,0
0,1.6374,3,1,0,1
1,1.1492,3,1,0,0
NaN,-Inf,3,1,0,0
1,1.3154,1,2,1,1
1,1.1431,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
1,1.077,3,1,0,0
1,1.1229,1,2,1,1
1,1.6444,1,2,0,1
1,1.1047,1,2,0,0
0,1.1468,3,1,1,1
0,1.1649,3,1,0,1
1,1.461,1,2,1,0
