RT,Crt,trltp,shrink,iscong,trgtside,crtdir
0.56592,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.54348,1,1,0.5,0,2,1
0.54006,1,1,0.5,1,1,1
0.71512,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.57995,1,1,0.5,0,2,1
0.47948,1,1,0.5,0,1,2
0.4813,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.54907,1,1,0.5,0,2,1
0.58126,1,1,0.5,1,1,1
0.40351,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.60521,1,1,0.5,1,1,1
0.48869,1,1,0.5,0,1,2
0.6072,1,1,0.5,0,2,1
0.52106,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.49101,1,1,0.5,1,1,1
0.49925,1,1,0.5,1,2,2
0.56097,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
0.47089,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.5848,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.56105,1,2,0.5,0,2,1
0.59064,1,2,0.5,0,1,2
0.74258,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.50905,1,2,0.5,1,2,2
0.88649,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.4641,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.62457,1,2,0.5,1,2,2
0.58445,1,2,0.5,1,2,2
0.98842,1,2,0.5,0,2,1
0.66032,1,2,0.5,1,1,1
0.55676,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.49059,1,2,0.5,0,1,2
0.57987,1,2,0.5,0,2,1
0.59608,1,3,0.5,1,1,1
0.47603,1,3,0.5,0,1,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.52206,1,3,0.5,0,1,2
-Inf,-1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.6815,1,3,0.5,0,2,1
0.48332,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
0.93163,1,3,0.5,0,2,1
0.8096,1,3,0.5,0,1,2
0.69558,1,3,0.5,0,2,1
0.47606,1,3,0.5,0,2,1
0.51572,1,3,0.5,1,2,2
0.47981,1,3,0.5,1,2,2
0.6416,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.76974,1,3,0.5,0,1,2
0.9413,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.56565,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.42461,1,2,0.5,1,2,2
0.55011,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,2,NaN
0.42192,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.6623,1,2,0.5,1,1,1
1.1064,1,2,0.5,1,1,1
0.63622,1,2,0.5,1,2,2
0.63185,1,2,0.5,1,2,2
0.75397,1,2,0.5,0,1,2
0.74818,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.86633,1,2,0.5,0,2,1
0.38564,1,2,0.5,1,2,2
0.598,1,2,0.5,0,2,1
0.62612,1,2,0.5,1,1,1
0.81548,1,2,0.5,0,2,1
0.9338,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.53575,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.50756,1,3,0.5,0,1,2
0.9857,1,3,0.5,0,2,1
0.68985,1,3,0.5,0,1,2
0.78311,1,3,0.5,0,2,1
1.0797,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.43302,1,3,0.5,0,1,2
0.6463,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.66319,1,3,0.5,1,1,1
0.54493,1,3,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.98717,0,3,0.5,0,2,1
0.59115,1,3,0.5,1,2,2
0.67959,1,3,0.5,1,2,2
0.58908,1,3,0.5,1,1,1
0.62865,1,3,0.5,1,1,1
0.58696,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.78028,1,3,0.5,0,2,1
0.68292,1,1,0.5,0,2,1
0.48483,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.59637,1,1,0.5,0,1,2
0.51237,1,1,0.5,1,1,1
0.67682,1,1,0.5,1,2,2
0.57893,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.53282,1,1,0.5,1,1,1
0.61649,1,1,0.5,0,1,2
0.68511,1,1,0.5,1,1,1
0.79871,1,1,0.5,1,1,1
0.69835,1,1,0.5,1,1,1
0.94017,1,1,0.5,0,2,1
0.49263,1,1,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.47465,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,1,0.5,0,2,NaN
0.58604,1,1,0.5,0,1,2
0.58993,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
