Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,1,0,0
1,1.2933,3,1,0,1
0,0.95181,3,1,0,0
1,1.9654,1,1,0,0
1,0.74786,1,1,1,0
NaN,-Inf,1,1,0,0
1,1.212,1,2,1,1
-1,-Inf,3,1,1,1
1,1.5974,3,2,1,0
1,0.88954,1,2,0,1
1,0.69273,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.5847,3,2,1,0
1,1.3057,1,1,0,1
1,1.4465,3,1,0,1
NaN,-Inf,1,1,0,0
1,0.90056,1,2,0,0
1,1.0144,3,2,1,0
1,1.0344,3,2,1,1
1,0.90859,3,2,0,1
NaN,-Inf,1,1,0,0
-1,-Inf,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,0,0
1,1.2356,1,2,1,0
1,1.1675,1,2,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
1,0.93113,1,1,1,1
1,0.8678,1,1,0,1
1,0.81173,3,2,0,0
NaN,-Inf,3,2,0,0
1,0.97583,1,1,0,0
1,1.2617,3,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,0.69513,1,1,0,0
0,0.83122,1,1,0,1
1,0.71516,1,2,1,0
1,0.91508,1,1,1,1
NaN,-Inf,1,1,0,0
1,0.97814,3,1,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
-1,-Inf,3,1,1,1
NaN,-Inf,3,2,1,0
1,1.6624,3,2,1,0
0,0.94825,3,2,0,1
NaN,-Inf,1,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,1,0
1,1.1828,3,2,1,0
1,1.3174,3,2,1,0
1,0.65127,1,2,0,1
0,1.505,1,2,1,1
NaN,-Inf,3,1,0,0
1,0.93152,1,2,0,0
1,1.4475,3,1,1,1
1,0.88114,1,1,1,0
NaN,-Inf,1,1,1,0
1,1.3848,3,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
1,1.1498,3,2,0,1
0,1.2443,1,1,1,1
1,1.4883,1,2,0,0
1,1.0489,1,2,0,1
1,1.0106,3,1,0,1
NaN,-Inf,3,1,0,0
1,1.2127,3,1,0,0
1,0.71036,1,2,1,0
1,1.7017,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,1,0
1,1.0136,3,1,1,1
NaN,-Inf,1,2,0,0
1,0.88011,1,1,0,0
1,1.6233,3,2,1,0
NaN,-Inf,3,1,0,0
1,0.37599,1,1,1,0
1,0.67787,1,1,0,1
NaN,-Inf,1,2,0,0
1,1.0044,3,2,0,1
1,1.3011,3,2,0,0
NaN,-Inf,3,1,0,0
0,1.5234,1,1,1,1
1,1.6308,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
0,1.6288,3,2,0,0
1,0.78697,1,1,1,1
1,1.1004,1,2,0,1
1,0.75305,1,1,0,0
1,1.7493,3,1,1,1
0,0.96414,3,2,0,1
1,0.6203,1,2,1,0
