Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,1,0
0,1.3234,3,2,1,0
1,1.5896,3,2,1,0
1,0.97891,1,2,0,1
-1,-Inf,1,1,1,1
NaN,-Inf,3,2,0,0
-1,-Inf,1,1,0,0
1,1.4549,3,2,1,1
1,1.4488,1,1,1,0
NaN,-Inf,1,2,1,0
-1,-Inf,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.9189,3,2,0,1
0,1.1003,1,1,1,1
1,0.56824,1,1,0,0
1,1.4403,1,2,0,1
1,1.0897,3,1,0,1
NaN,-Inf,3,1,0,0
1,1.0043,3,2,0,0
1,1.0781,1,1,1,0
-1,-Inf,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
1,1.6621,3,2,1,1
NaN,-Inf,1,1,0,0
1,0.91174,1,2,0,0
1,1.2157,3,1,1,0
NaN,-Inf,3,1,0,0
0,1.6955,1,2,1,0
0,1.1892,1,2,0,1
NaN,-Inf,1,2,0,0
0,1.5093,3,2,0,1
1,1.6606,3,1,0,0
NaN,-Inf,3,1,0,0
1,1.6831,1,2,1,1
0,1.9512,3,1,1,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.055,3,2,0,0
-1,-Inf,1,1,1,1
-1,-Inf,1,1,0,1
1,0.89666,1,1,0,0
0,1.4181,3,1,1,1
0,1.3643,3,1,0,1
1,1.1003,1,1,1,0
NaN,-Inf,3,2,0,0
1,1.0056,3,1,0,1
1,1.4474,3,2,0,0
1,1.9579,1,1,0,0
0,1.9147,1,1,1,0
NaN,-Inf,1,2,0,0
0,1.9156,1,2,1,1
-1,-Inf,3,1,1,1
0,1.7815,3,2,1,0
1,1.9607,1,2,0,1
0,1.8133,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.9371,3,1,1,0
-1,-Inf,1,1,0,1
-1,-Inf,3,2,0,1
NaN,-Inf,1,1,0,0
1,1.4687,1,1,0,0
0,1.8703,3,1,1,0
0,1.7945,3,1,1,1
1,1.4125,3,2,0,1
NaN,-Inf,1,1,0,0
-1,-Inf,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,1.0123,1,1,1,0
0,1.7755,1,1,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
1,1.4431,1,2,1,1
1,1.5713,1,1,0,1
0,1.9316,3,1,0,0
NaN,-Inf,3,2,0,0
1,1.5194,1,2,0,0
1,1.5898,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.3832,1,1,0,0
0,1.0875,1,2,0,1
1,0.65874,1,2,1,0
-1,-Inf,1,2,1,1
NaN,-Inf,1,1,0,0
1,1.0749,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
0,1.231,3,1,1,1
NaN,-Inf,3,1,1,0
1,1.7581,3,2,1,0
0,1.3646,3,1,0,1
