Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
-1,-Inf,3,2,1,0
1,1.982,3,1,1,0
-1,-Inf,1,2,0,1
0,1.402,1,1,1,1
NaN,-Inf,3,2,0,0
0,1.768,1,1,0,0
1,1.8395,3,2,1,1
0,1.138,1,1,1,0
NaN,-Inf,1,1,1,0
0,1.1861,3,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
0,1.8141,3,2,0,1
0,1.8216,1,1,1,1
0,1.0918,1,1,0,0
0,0.99389,1,1,0,1
1,1.1072,3,2,0,1
NaN,-Inf,3,2,0,0
-1,-Inf,3,2,0,0
0,0.80739,1,1,1,0
1,1.0159,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
1,1.1912,3,1,1,1
NaN,-Inf,1,1,0,0
0,0.89699,1,1,0,0
0,1.4486,3,1,1,0
NaN,-Inf,3,2,0,0
0,0.93698,1,1,1,0
0,1.1434,1,1,0,1
NaN,-Inf,1,2,0,0
0,1.1803,3,1,0,1
0,1.1831,3,1,0,0
NaN,-Inf,3,2,0,0
0,1.597,1,1,1,1
0,1.0482,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
0,0.83015,3,2,0,0
0,1.0928,1,1,1,1
0,1.479,1,1,0,1
0,1.0344,1,1,0,0
1,1.2761,3,2,1,1
0,1.1827,3,2,0,1
0,1.9024,1,2,1,0
NaN,-Inf,3,1,0,0
-1,-Inf,3,1,0,1
-1,-Inf,3,1,0,0
1,1.3217,1,2,0,0
1,1.5437,1,1,1,0
NaN,-Inf,1,1,0,0
1,1.3446,1,1,1,1
0,1.732,3,1,1,1
1,1.4001,3,1,1,0
1,1.5747,1,1,0,1
0,1.9471,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.5553,3,2,1,0
1,1.6303,1,2,0,1
1,1.7717,3,2,0,1
NaN,-Inf,1,1,0,0
-1,-Inf,1,2,0,0
1,1.4753,3,2,1,0
0,1.952,3,2,1,1
1,1.5133,3,2,0,1
NaN,-Inf,1,1,0,0
0,1.8576,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,1.7052,1,2,1,0
1,1.2216,1,2,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,1.8414,1,2,1,1
1,1.2413,1,2,0,1
1,1.4337,3,1,0,0
NaN,-Inf,3,2,0,0
1,1.3491,1,1,0,0
1,1.4674,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.0854,1,2,0,0
1,1.8129,1,1,0,1
1,1.6971,1,1,1,0
1,1.4085,1,2,1,1
NaN,-Inf,1,2,0,0
1,1.3043,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
1,1.772,3,1,1,1
NaN,-Inf,3,1,1,0
-1,-Inf,3,2,1,0
0,1.4426,3,1,0,1
