RT,Crt,trltp,shrink,iscong,trgtside,crtdir
1.0143,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.82451,1,1,0.5,0,2,1
0.61202,1,1,0.5,1,1,1
0.57971,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.60379,1,1,0.5,0,2,1
0.55197,1,1,0.5,0,1,2
0.59352,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.6041,1,1,0.5,0,2,1
0.64547,1,1,0.5,1,1,1
0.59581,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.70099,1,1,0.5,1,1,1
0.58523,1,1,0.5,0,1,2
0.5441,1,1,0.5,0,2,1
0.56171,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.55584,1,1,0.5,1,1,1
0.53398,1,1,0.5,1,2,2
0.58565,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
0.71129,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.66511,0,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.6254,1,2,0.5,0,2,1
0.50295,1,2,0.5,0,1,2
0.63918,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.63111,1,2,0.5,1,2,2
0.51891,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.54853,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.58645,1,2,0.5,1,2,2
0.56846,1,2,0.5,1,2,2
0.65299,1,2,0.5,0,2,1
0.51155,1,2,0.5,1,1,1
0.51713,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.58136,1,2,0.5,0,1,2
0.516,1,2,0.5,0,2,1
1.2769,1,3,0.5,1,1,1
0.50051,1,3,0.5,0,1,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.60292,1,3,0.5,0,1,2
0.5348,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.49851,0,3,0.5,0,2,1
0.53234,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
0.49995,1,3,0.5,0,2,1
0.54672,1,3,0.5,0,1,2
0.70609,1,3,0.5,0,2,1
0.54052,1,3,0.5,0,2,1
0.51177,1,3,0.5,1,2,2
0.55224,1,3,0.5,1,2,2
0.45013,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.58618,1,3,0.5,0,1,2
0.59035,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.60573,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.67924,1,2,0.5,1,2,2
0.9105,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,2,NaN
0.5413,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.64483,1,2,0.5,1,1,1
0.52092,1,2,0.5,1,1,1
0.49874,1,2,0.5,1,2,2
0.63139,1,2,0.5,1,2,2
0.54477,1,2,0.5,0,1,2
0.49887,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.72852,1,2,0.5,0,2,1
0.55247,1,2,0.5,1,2,2
0.51701,1,2,0.5,0,2,1
0.5051,1,2,0.5,1,1,1
0.54223,1,2,0.5,0,2,1
0.57302,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.75818,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.63469,1,3,0.5,0,1,2
0.99267,1,3,0.5,0,2,1
0.53673,1,3,0.5,0,1,2
0.70914,0,3,0.5,0,2,1
0.70172,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.69618,1,3,0.5,0,1,2
1.1164,0,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.65392,1,3,0.5,1,1,1
0.65643,1,3,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.65808,1,3,0.5,0,2,1
0.92645,1,3,0.5,1,2,2
0.69396,1,3,0.5,1,2,2
0.54011,1,3,0.5,1,1,1
0.6123,1,3,0.5,1,1,1
0.73012,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.60371,1,3,0.5,0,2,1
0.56993,1,1,0.5,0,2,1
0.56334,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.74722,1,1,0.5,0,1,2
0.58391,1,1,0.5,1,1,1
0.56336,1,1,0.5,1,2,2
0.52982,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.60351,1,1,0.5,1,1,1
0.66342,1,1,0.5,0,1,2
0.53373,1,1,0.5,1,1,1
0.69312,1,1,0.5,1,1,1
0.56963,1,1,0.5,1,1,1
1.1396,1,1,0.5,0,2,1
0.53159,1,1,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.63212,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,1,0.5,0,2,NaN
0.63323,1,1,0.5,0,1,2
0.60511,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
