Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,0.61187,3,2,1,0
0,0.78149,3,1,1,0
0,1.3796,1,2,0,1
1,1.4416,1,1,1,1
NaN,-Inf,3,2,0,0
0,0.84372,1,1,0,0
1,1.8318,3,2,1,1
0,1.2815,1,1,1,0
NaN,-Inf,1,1,1,0
-1,-Inf,3,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,1.1012,3,2,0,1
1,1.4858,1,1,1,1
-1,-Inf,1,1,0,0
1,1.3935,1,1,0,1
1,1.2436,3,2,0,1
NaN,-Inf,3,2,0,0
0,1.0216,3,2,0,0
1,1.0632,1,1,1,0
1,1.2071,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
1,1.5718,3,1,1,1
NaN,-Inf,1,1,0,0
-1,-Inf,1,1,0,0
0,1.692,3,1,1,0
NaN,-Inf,3,2,0,0
1,0.72119,1,1,1,0
1,1.6148,1,1,0,1
NaN,-Inf,1,2,0,0
1,1.8387,3,1,0,1
1,1.0562,3,1,0,0
NaN,-Inf,3,2,0,0
-1,-Inf,1,1,1,1
1,0.9758,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
0,0.30222,3,2,0,0
1,0.58028,1,1,1,1
0,1.2543,1,1,0,1
1,1.3304,1,1,0,0
-1,-Inf,3,2,1,1
1,0.58995,3,2,0,1
1,0.51046,1,2,1,0
NaN,-Inf,3,1,0,0
0,1.3524,3,1,0,1
1,0.99657,3,1,0,0
1,1.2025,1,2,0,0
1,1.0007,1,1,1,0
NaN,-Inf,1,1,0,0
-1,-Inf,1,1,1,1
1,1.5728,3,1,1,1
0,0.68288,3,1,1,0
0,0.98208,1,1,0,1
1,0.7946,1,1,1,1
NaN,-Inf,3,2,0,0
1,0.57447,3,2,1,0
1,0.7027,1,2,0,1
1,1.3565,3,2,0,1
NaN,-Inf,1,1,0,0
-1,-Inf,1,2,0,0
0,0.73232,3,2,1,0
0,1.7995,3,2,1,1
-1,-Inf,3,2,0,1
NaN,-Inf,1,1,0,0
1,1.2658,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
-1,-Inf,1,2,1,0
0,1.1654,1,2,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
0,0.79328,1,2,1,1
-1,-Inf,1,2,0,1
0,1.9372,3,1,0,0
NaN,-Inf,3,2,0,0
0,1.7654,1,1,0,0
-1,-Inf,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
0,1.5651,1,2,0,0
1,0.90097,1,1,0,1
-1,-Inf,1,1,1,0
-1,-Inf,1,2,1,1
NaN,-Inf,1,2,0,0
-1,-Inf,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
1,0.39673,3,1,1,1
NaN,-Inf,3,1,1,0
0,1.6604,3,2,1,0
-1,-Inf,3,1,0,1
