Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,1,0
1,1.6636,3,2,1,0
1,1.9374,3,2,1,0
1,0.97544,1,2,0,1
1,0.79743,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.1513,1,1,0,0
-1,-Inf,3,2,1,1
1,0.62124,1,1,1,0
NaN,-Inf,1,2,1,0
1,1.0851,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.9208,3,2,0,1
1,0.83267,1,1,1,1
1,0.91656,1,1,0,0
1,0.72453,1,2,0,1
1,1.4785,3,1,0,1
NaN,-Inf,3,1,0,0
1,1.0316,3,2,0,0
1,1.0584,1,1,1,0
1,1.2104,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
1,1.5621,3,2,1,1
NaN,-Inf,1,1,0,0
1,0.86811,1,2,0,0
1,0.89169,3,1,1,0
NaN,-Inf,3,1,0,0
1,1.1878,1,2,1,0
1,0.82564,1,2,0,1
NaN,-Inf,1,2,0,0
-1,-Inf,3,2,0,1
1,0.74535,3,1,0,0
NaN,-Inf,3,1,0,0
1,0.80116,1,2,1,1
1,1.3231,3,1,1,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.089,3,2,0,0
1,1.3749,1,1,1,1
1,0.78483,1,1,0,1
1,0.91702,1,1,0,0
0,1.8307,3,1,1,1
1,1.1286,3,1,0,1
1,0.85661,1,1,1,0
NaN,-Inf,3,2,0,0
1,1.5861,3,1,0,1
1,0.88395,3,2,0,0
1,1.5219,1,1,0,0
1,0.99189,1,1,1,0
NaN,-Inf,1,2,0,0
-1,-Inf,1,2,1,1
0,1.2436,3,1,1,1
1,1.7695,3,2,1,0
-1,-Inf,1,2,0,1
1,0.9133,1,1,1,1
NaN,-Inf,3,2,0,0
1,0.99737,3,1,1,0
1,0.86119,1,1,0,1
1,0.99511,3,2,0,1
NaN,-Inf,1,1,0,0
0,0.27313,1,1,0,0
1,0.97904,3,1,1,0
-1,-Inf,3,1,1,1
1,1.2007,3,2,0,1
NaN,-Inf,1,1,0,0
0,1.7207,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,1.1203,1,1,1,0
1,1.2122,1,1,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
-1,-Inf,1,2,1,1
0,1.5505,1,1,0,1
1,0.79986,3,1,0,0
NaN,-Inf,3,2,0,0
1,0.68381,1,2,0,0
1,0.77779,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.80365,1,1,0,0
1,0.9956,1,2,0,1
1,0.78359,1,2,1,0
1,1.9436,1,2,1,1
NaN,-Inf,1,1,0,0
1,0.65534,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,1.7992,3,1,1,1
NaN,-Inf,3,1,1,0
-1,-Inf,3,2,1,0
1,1.0728,3,1,0,1
