RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,NaN,0,0.5,0,2,NaN
0.64283,1,2,0.5,1,1,1
0.4409,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.49747,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.64874,1,2,0.5,1,2,2
0.56494,1,2,0.5,1,2,2
1.0309,1,2,0.5,1,2,2
0.41127,1,2,0.5,1,2,2
0.43675,1,2,0.5,0,2,1
0.44711,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.46032,1,2,0.5,0,1,2
0.46912,1,2,0.5,1,1,1
0.71221,1,2,0.5,0,1,2
0.61238,1,2,0.5,1,1,1
0.47462,1,2,0.5,0,1,2
0.55237,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.47459,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.55808,1,3,0.5,0,2,1
0.43683,1,3,0.5,0,2,1
0.43637,1,3,0.5,0,2,1
0.69869,1,3,0.5,0,1,2
0.54637,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.39643,1,3,0.5,0,2,1
0.71973,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.57113,1,3,0.5,1,1,1
0.38835,1,3,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.71804,1,3,0.5,0,1,2
0.43371,1,3,0.5,1,1,1
0.52211,1,3,0.5,1,2,2
0.44814,1,3,0.5,1,1,1
0.44819,1,3,0.5,1,2,2
0.75776,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.56012,1,3,0.5,0,1,2
0.52606,1,1,0.5,0,2,1
0.67132,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.59902,1,1,0.5,0,1,2
1.0201,1,1,0.5,1,1,1
0.48709,1,1,0.5,1,1,1
0.57303,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.47826,1,1,0.5,1,2,2
0.56359,1,1,0.5,0,2,1
1.9135,1,1,0.5,1,1,1
0.66509,1,1,0.5,1,2,2
1.0936,1,1,0.5,1,2,2
1.0231,1,1,0.5,0,1,2
0.96758,1,1,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
1.0851,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,1,0.5,0,1,NaN
0.47902,1,1,0.5,0,1,2
0.66507,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,1,NaN
0.63479,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.50074,1,1,0.5,0,1,2
0.48079,1,1,0.5,1,1,1
0.54491,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.52843,1,1,0.5,0,1,2
0.62911,1,1,0.5,0,1,2
0.6627,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.59274,1,1,0.5,0,2,1
0.44944,1,1,0.5,1,1,1
0.56812,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.47332,1,1,0.5,1,2,2
1.2946,1,1,0.5,0,2,1
0.44415,1,1,0.5,0,1,2
0.40642,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.44827,1,1,0.5,1,1,1
0.52813,1,1,0.5,1,2,2
0.58754,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
-Inf,-1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
0.47828,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,-1,2,0.5,0,2,1
0.65973,1,2,0.5,0,1,2
0.50814,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.57762,1,2,0.5,1,2,2
0.46808,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.57332,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.48571,1,2,0.5,1,2,2
0.45326,1,2,0.5,1,1,1
0.44966,1,2,0.5,0,1,2
