Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,1,0
1,0.57597,3,2,1,0
1,1.1533,3,2,1,0
1,0.83144,1,2,0,1
1,1.1818,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.1758,1,1,0,0
1,1.4916,3,2,1,1
1,1.4617,1,1,1,0
NaN,-Inf,1,2,1,0
1,1.3973,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.2575,3,2,0,1
1,1.0976,1,1,1,1
1,1.0554,1,1,0,0
1,1.1649,1,2,0,1
1,1.1592,3,1,0,1
NaN,-Inf,3,1,0,0
1,1.5363,3,2,0,0
1,1.1388,1,1,1,0
0,1.4423,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
0,1.427,3,2,1,1
NaN,-Inf,1,1,0,0
1,1.093,1,2,0,0
1,1.4286,3,1,1,0
NaN,-Inf,3,1,0,0
1,1.1004,1,2,1,0
1,1.3944,1,2,0,1
NaN,-Inf,1,2,0,0
1,1.0901,3,2,0,1
1,0.81862,3,1,0,0
NaN,-Inf,3,1,0,0
1,1.4727,1,2,1,1
-1,-Inf,3,1,1,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
0,1.5861,3,2,0,0
1,1.0482,1,1,1,1
1,0.7616,1,1,0,1
1,1.1741,1,1,0,0
1,1.4074,3,1,1,1
0,1.7934,3,1,0,1
1,1.21,1,1,1,0
NaN,-Inf,3,2,0,0
0,1.4027,3,1,0,1
0,0.87637,3,2,0,0
0,1.084,1,1,0,0
1,1.1524,1,1,1,0
NaN,-Inf,1,2,0,0
1,1.0961,1,2,1,1
-1,-Inf,3,1,1,1
1,1.4185,3,2,1,0
1,0.88608,1,2,0,1
1,1.0187,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.3176,3,1,1,0
1,1.1735,1,1,0,1
1,1.3879,3,2,0,1
NaN,-Inf,1,1,0,0
1,1.1542,1,1,0,0
1,1.7878,3,1,1,0
1,0.72696,3,1,1,1
1,1.5213,3,2,0,1
NaN,-Inf,1,1,0,0
1,1.2572,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,1.3931,1,1,1,0
0,0.69366,1,1,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
1,0.92812,1,2,1,1
1,1.1368,1,1,0,1
1,1.1089,3,1,0,0
NaN,-Inf,3,2,0,0
1,1.0451,1,2,0,0
1,0.89098,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.0209,1,1,0,0
1,0.93289,1,2,0,1
1,1.049,1,2,1,0
1,1.0407,1,2,1,1
NaN,-Inf,1,1,0,0
1,1.2724,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
0,1.3805,3,1,1,1
NaN,-Inf,3,1,1,0
1,1.0605,3,2,1,0
1,0.96257,3,1,0,1
