Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,1,0,0
1,0.95808,3,2,0,1
1,0.91958,3,2,0,0
1,0.92756,1,2,0,0
1,0.97968,1,1,1,0
NaN,-Inf,1,2,0,0
1,0.80381,1,1,1,1
1,1.2,3,2,1,1
0,1.0131,3,2,1,0
0,0.80956,1,2,0,1
1,0.77315,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.0417,3,2,1,0
1,1.5291,1,1,0,1
1,1.6571,3,1,0,1
NaN,-Inf,1,2,0,0
1,1.4291,1,1,0,0
1,0.90306,3,1,1,0
1,0.77094,3,2,1,1
1,1.3249,3,2,0,1
NaN,-Inf,1,2,0,0
1,1.8368,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,0,0
1,0.98906,1,2,1,0
1,0.79234,1,1,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,2,1,0
0,1.7587,1,1,1,1
1,0.95656,1,2,0,1
1,0.96491,3,2,0,0
NaN,-Inf,3,1,0,0
1,1.0248,1,2,0,0
1,0.96688,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.97607,1,1,0,0
1,0.80034,1,1,0,1
0,1.3163,1,2,1,0
1,0.79652,1,1,1,1
NaN,-Inf,1,2,0,0
1,1.0116,3,1,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
1,1.096,3,1,1,1
NaN,-Inf,3,1,1,0
0,1.4797,3,1,1,0
0,1.4859,3,1,0,1
NaN,-Inf,1,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,1.3083,3,2,1,0
0,0.80584,3,2,1,0
1,1.1,1,2,0,1
1,1.2824,1,1,1,1
NaN,-Inf,3,1,0,0
1,0.75634,1,2,0,0
1,0.76847,3,1,1,1
0,1.3464,1,2,1,0
NaN,-Inf,1,1,1,0
1,0.83411,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.79803,3,1,0,1
1,0.81401,1,2,1,1
1,0.84128,1,1,0,0
0,1.5381,1,1,0,1
1,0.97149,3,1,0,1
NaN,-Inf,3,2,0,0
0,1.2058,3,2,0,0
1,1.7673,1,1,1,0
1,0.83956,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
1,1.4965,3,1,1,1
NaN,-Inf,1,1,0,0
1,1.0014,1,1,0,0
1,0.93733,3,2,1,0
NaN,-Inf,3,2,0,0
0,1.0893,1,2,1,0
1,0.9341,1,1,0,1
NaN,-Inf,1,2,0,0
0,1.3272,3,2,0,1
0,0.99836,3,1,0,0
NaN,-Inf,3,1,0,0
1,1.0048,1,2,1,1
1,1.4722,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,0.79077,3,1,0,0
1,0.75686,1,1,1,1
1,0.95819,1,2,0,1
1,0.93042,1,2,0,0
1,1.3842,3,2,1,1
0,1.1028,3,1,0,1
0,0.89481,1,1,1,0
