Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,1,0
1,0.99631,3,2,1,0
1,1.1186,3,1,1,0
1,0.71625,1,2,0,1
1,1.5302,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.0366,1,2,0,0
0,1.0398,3,2,1,1
1,0.99369,1,2,1,0
NaN,-Inf,1,1,1,0
1,1.3828,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
0,1.1363,3,2,0,1
1,1.8139,1,1,1,1
1,1.0176,1,1,0,0
1,0.91301,1,1,0,1
0,1.1317,3,1,0,1
NaN,-Inf,3,2,0,0
1,0.8294,3,2,0,0
1,1.0394,1,2,1,0
0,0.79923,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
1,0.79885,3,2,1,1
NaN,-Inf,1,2,0,0
1,0.86554,1,1,0,0
1,1.0888,3,2,1,0
NaN,-Inf,3,1,0,0
1,0.52069,1,1,1,0
1,1.343,1,2,0,1
NaN,-Inf,1,1,0,0
1,1.1439,3,1,0,1
1,0.8229,3,2,0,0
NaN,-Inf,3,1,0,0
1,1.1411,1,2,1,1
0,1.6724,3,1,1,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,1,0,0
1,1.1117,3,1,0,0
0,1.5969,1,2,1,1
1,1.7743,1,2,0,1
1,1.2982,1,1,0,0
0,1.0208,3,1,1,1
0,0.62237,3,2,0,1
-1,-Inf,1,2,1,0
NaN,-Inf,3,1,0,0
0,0.67033,3,2,0,1
1,0.51193,3,1,0,0
1,0.77357,1,2,0,0
1,0.94797,1,1,1,0
NaN,-Inf,1,2,0,0
1,0.56355,1,2,1,1
0,0.81554,3,2,1,1
0,1.0616,3,1,1,0
0,0.81752,1,1,0,1
1,0.90158,1,2,1,1
NaN,-Inf,3,1,0,0
1,0.50557,3,2,1,0
1,1.2336,1,2,0,1
1,0.89528,3,1,0,1
NaN,-Inf,1,1,0,0
1,0.96585,1,2,0,0
1,1.2873,3,1,1,0
-1,-Inf,3,1,1,1
1,1.0439,3,1,0,1
NaN,-Inf,1,2,0,0
1,0.67685,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
-1,-Inf,1,2,1,0
0,0.88867,1,1,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,0.98014,1,1,1,1
1,0.92429,1,2,0,1
1,0.81274,3,1,0,0
NaN,-Inf,3,1,0,0
1,1.4169,1,2,0,0
1,1.2707,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,1,0,0
-1,-Inf,1,2,0,0
0,0.84074,1,1,0,1
1,1.0761,1,2,1,0
1,0.8046,1,2,1,1
NaN,-Inf,1,2,0,0
1,1.1883,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
0,0.95227,3,2,1,1
NaN,-Inf,3,2,1,0
0,0.61594,3,1,1,0
1,0.98996,3,2,0,1
