Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,2,0,0
0,0.78176,3,2,0,1
1,0.77869,3,2,0,0
1,0.54923,1,2,0,0
1,0.84353,1,1,1,0
NaN,-Inf,1,2,0,0
-1,-Inf,1,1,1,1
0,0.76796,3,2,1,1
0,1.0132,3,1,1,0
1,0.87111,1,2,0,1
1,0.57387,1,1,1,1
NaN,-Inf,3,1,0,0
1,0.92912,3,1,1,0
1,1.4411,1,2,0,1
1,1.0229,3,2,0,1
NaN,-Inf,1,2,0,0
1,0.60531,1,1,0,0
1,0.91884,3,1,1,0
1,1.0204,3,1,1,1
1,0.94883,3,2,0,1
NaN,-Inf,1,2,0,0
1,0.87625,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,0,0
1,0.90028,1,1,1,0
1,0.55081,1,1,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
1,0.79608,1,1,1,1
1,0.64364,1,1,0,1
1,0.85973,3,2,0,0
NaN,-Inf,3,1,0,0
1,0.8239,1,1,0,0
0,0.80551,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,1,0,0
0,0.74321,1,2,0,0
1,0.7514,1,1,0,1
1,0.75545,1,2,1,0
-1,-Inf,1,2,1,1
NaN,-Inf,1,2,0,0
1,0.83568,3,2,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
-1,-Inf,3,1,1,1
NaN,-Inf,3,2,1,0
0,0.83901,3,2,1,0
1,1.2525,3,2,0,1
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,1,0
1,0.71565,3,2,1,0
1,0.72626,3,2,1,0
1,0.79515,1,2,0,1
1,0.78605,1,2,1,1
NaN,-Inf,3,2,0,0
1,0.76483,1,2,0,0
0,1.12,3,2,1,1
1,0.66533,1,1,1,0
NaN,-Inf,1,1,1,0
1,0.6575,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
0,0.845,3,1,0,1
1,1.4051,1,1,1,1
1,0.79324,1,1,0,0
1,1.5609,1,2,0,1
1,0.87502,3,2,0,1
NaN,-Inf,3,1,0,0
1,1.1092,3,2,0,0
1,0.94242,1,2,1,0
0,0.72668,3,1,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,1,0
-1,-Inf,3,1,1,1
NaN,-Inf,1,1,0,0
1,0.00075662,1,2,0,0
1,0.59998,3,1,1,0
NaN,-Inf,3,2,0,0
1,0.56791,1,2,1,0
0,0.78209,1,1,0,1
NaN,-Inf,1,2,0,0
0,1.2535,3,2,0,1
1,0.93376,3,2,0,0
NaN,-Inf,3,1,0,0
-1,-Inf,1,1,1,1
1,1.0317,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
1,0.91768,3,1,0,0
1,1.043,1,1,1,1
1,0.72525,1,1,0,1
1,0.59411,1,1,0,0
1,1.122,3,2,1,1
1,0.82083,3,1,0,1
1,0.62912,1,1,1,0
