RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,NaN,0,0.5,0,2,NaN
1.1515,1,2,0.5,1,1,1
0.45351,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.61349,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.6052,0,2,0.5,1,2,2
0.44926,1,2,0.5,1,2,2
0.51526,1,2,0.5,1,2,2
0.56714,1,2,0.5,1,2,2
0.53637,1,2,0.5,0,2,1
0.51463,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
1.4249,1,2,0.5,0,1,2
0.47287,0,2,0.5,1,1,1
0.48496,1,2,0.5,0,1,2
0.47276,1,2,0.5,1,1,1
0.47881,1,2,0.5,0,1,2
0.51664,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.64036,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
1.0184,1,3,0.5,0,2,1
0.47197,0,3,0.5,0,2,1
0.3843,1,3,0.5,0,2,1
0.49423,1,3,0.5,0,1,2
0.58226,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.43206,1,3,0.5,0,2,1
0.52406,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.54991,1,3,0.5,1,1,1
0.59198,1,3,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.33782,1,3,0.5,0,1,2
0.52573,1,3,0.5,1,1,1
0.47778,1,3,0.5,1,2,2
0.37164,1,3,0.5,1,1,1
0.41168,1,3,0.5,1,2,2
0.44123,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.51546,1,3,0.5,0,1,2
0.71329,1,1,0.5,0,2,1
0.59517,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.45233,1,1,0.5,0,1,2
0.39908,1,1,0.5,1,1,1
0.46705,1,1,0.5,1,1,1
0.45688,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.41898,1,1,0.5,1,2,2
0.50283,1,1,0.5,0,2,1
0.51667,1,1,0.5,1,1,1
0.65267,1,1,0.5,1,2,2
0.48053,1,1,0.5,1,2,2
0.94655,1,1,0.5,0,1,2
0.57046,1,1,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.70439,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,1,0.5,0,1,NaN
0.69636,1,1,0.5,0,1,2
0.51621,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,1,NaN
0.69358,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.55097,1,1,0.5,0,1,2
0.53955,1,1,0.5,1,1,1
0.49938,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.63529,1,1,0.5,0,1,2
0.63123,1,1,0.5,0,1,2
0.67318,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.62688,1,1,0.5,0,2,1
0.72491,1,1,0.5,1,1,1
0.3949,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.35679,1,1,0.5,1,2,2
0.48887,1,1,0.5,0,2,1
0.45479,1,1,0.5,0,1,2
0.40074,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.79454,1,1,0.5,1,1,1
0.45062,1,1,0.5,1,2,2
0.68045,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
0.61429,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
0.50425,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.62353,1,2,0.5,0,2,1
0.43219,1,2,0.5,0,1,2
0.42991,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.49189,1,2,0.5,1,2,2
0.45385,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.44781,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.70379,1,2,0.5,1,2,2
0.65576,1,2,0.5,1,1,1
0.56374,1,2,0.5,0,1,2
0.5555,1,2,0.5,1,2,2
0.4676,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.56223,1,2,0.5,0,2,1
0.57138,1,2,0.5,0,2,1
0.53927,1,3,0.5,1,2,2
0.47509,1,3,0.5,0,2,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.62507,1,3,0.5,0,1,2
0.82881,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.6648,1,3,0.5,0,2,1
0.56721,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
0.49797,1,3,0.5,0,2,1
0.47261,1,3,0.5,0,1,2
0.43849,1,3,0.5,0,2,1
0.52698,1,3,0.5,0,1,2
0.45847,1,3,0.5,1,2,2
0.47054,1,3,0.5,1,2,2
0.5044,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.54434,1,3,0.5,0,1,2
0.46823,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.4843,1,3,0.5,1,2,2
