RT,Crt,trltp,shrink,iscong,trgtside,crtdir
0.74661,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.50855,1,1,0.5,0,1,2
0.54465,1,1,0.5,1,1,1
0.62419,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.94418,1,1,0.5,0,1,2
0.85996,1,1,0.5,0,1,2
0.93597,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.99965,1,1,0.5,0,2,1
0.9141,1,1,0.5,1,1,1
0.80715,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.54565,1,1,0.5,1,1,1
0.74994,1,1,0.5,0,2,1
1.2833,1,1,0.5,0,2,1
0.38944,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.67137,1,1,0.5,1,2,2
0.51943,1,1,0.5,1,2,2
-Inf,-1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
1.5069,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,2,NaN
1.4772,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
1.3892,0,2,0.5,0,1,2
0.97035,1,2,0.5,0,1,2
0.83467,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.94454,1,2,0.5,1,1,1
0.67407,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
1.1327,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.76484,1,2,0.5,1,2,2
0.78848,1,2,0.5,1,2,2
0.67257,1,2,0.5,0,2,1
0.68069,1,2,0.5,1,2,2
0.74444,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.65836,1,2,0.5,0,1,2
0.79998,1,2,0.5,0,2,1
1.072,1,3,0.5,1,2,2
1.5844,1,3,0.5,0,2,1
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
1.246,0,3,0.5,0,2,1
1.4335,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.5331,1,3,0.5,0,1,2
0.64823,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,1,NaN
0.74316,1,3,0.5,0,2,1
0.94933,1,3,0.5,0,2,1
0.84296,0,3,0.5,0,2,1
0.84676,1,3,0.5,0,1,2
0.91864,1,3,0.5,1,1,1
0.49939,1,3,0.5,1,2,2
-Inf,-1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.79738,1,3,0.5,0,1,2
1.4253,0,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,-1,3,0.5,1,2,2
