Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,1,0
1,0.95572,3,2,1,0
1,0.85385,3,1,1,0
1,0.93918,1,1,0,1
1,1.6337,1,2,1,1
NaN,-Inf,3,2,0,0
1,1.2513,1,1,0,0
0,0.96678,3,1,1,1
1,0.95326,1,2,1,0
NaN,-Inf,1,2,1,0
1,0.76917,3,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,0.75706,3,2,0,1
1,1.5492,1,2,1,1
1,1.433,1,2,0,0
1,1.1931,1,2,0,1
1,1.0501,3,2,0,1
NaN,-Inf,3,1,0,0
1,1.0042,3,2,0,0
1,1.3111,1,1,1,0
1,1.4382,3,1,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
0,1.6385,3,2,1,1
NaN,-Inf,1,1,0,0
1,0.97615,1,1,0,0
1,0.97654,3,1,1,0
NaN,-Inf,3,1,0,0
1,1.3272,1,1,1,0
1,1.9022,1,2,0,1
NaN,-Inf,1,2,0,0
0,1.1979,3,2,0,1
1,1.2057,3,1,0,0
NaN,-Inf,3,1,0,0
0,0.00074332,1,1,1,1
1,0.97606,3,1,1,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,1,0,0
1,1.3582,3,2,0,0
1,1.2118,1,1,1,1
-1,-Inf,1,1,0,1
1,1.1614,1,2,0,0
0,1.6757,3,2,1,1
0,0.99786,3,1,0,1
1,1.5254,1,2,1,0
NaN,-Inf,3,1,0,0
0,1.3587,3,1,0,1
1,1.0239,3,2,0,0
1,0.85384,1,1,0,0
1,0.93941,1,1,1,0
NaN,-Inf,1,2,0,0
1,1.444,1,2,1,1
1,1.3192,3,1,1,1
1,0.98162,3,1,1,0
1,1.0974,1,2,0,1
1,1.3654,1,2,1,1
NaN,-Inf,3,2,0,0
1,0.9138,3,1,1,0
1,1.2493,1,1,0,1
0,1.2077,3,2,0,1
NaN,-Inf,1,2,0,0
1,1.5096,1,1,0,0
1,1.0388,3,2,1,0
1,1.2269,3,2,1,1
1,1.6207,3,2,0,1
NaN,-Inf,1,2,0,0
0,1.6368,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,2,0,0
1,1.6767,1,2,1,0
1,1.2892,1,1,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,1.5569,1,2,1,1
1,1.9167,1,1,0,1
1,1.3163,3,2,0,0
NaN,-Inf,3,1,0,0
1,1.0903,1,1,0,0
1,0.95045,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,1,0,0
1,0.90384,1,2,0,0
1,1.0471,1,2,0,1
1,1.4993,1,1,1,0
1,1.0605,1,1,1,1
NaN,-Inf,1,1,0,0
1,0.82805,3,1,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
0,0.85579,3,1,1,1
NaN,-Inf,3,2,1,0
1,1.0952,3,2,1,0
0,1.614,3,1,0,1
