Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,1.443,3,2,1,0
0,1.6292,3,1,1,0
1,1.2832,1,2,0,1
1,1.3962,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.0191,1,1,0,0
1,1.7993,3,2,1,1
1,1.0813,1,1,1,0
NaN,-Inf,1,1,1,0
0,1.4732,3,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
0,1.4523,3,2,0,1
1,1.7004,1,1,1,1
1,1.5603,1,1,0,0
1,1.2098,1,1,0,1
0,1.2504,3,2,0,1
NaN,-Inf,3,2,0,0
1,1.2442,3,2,0,0
1,1.5665,1,1,1,0
1,1.1579,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
-1,-Inf,3,1,1,1
NaN,-Inf,1,1,0,0
1,1.3788,1,1,0,0
0,1.2319,3,1,1,0
NaN,-Inf,3,2,0,0
1,0.83126,1,1,1,0
1,1.0464,1,1,0,1
NaN,-Inf,1,2,0,0
1,1.0371,3,1,0,1
1,0.87704,3,1,0,0
NaN,-Inf,3,2,0,0
1,1.0669,1,1,1,1
1,1.1187,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,1.0045,3,2,0,0
1,1.0031,1,1,1,1
1,1.0123,1,1,0,1
1,0.84852,1,1,0,0
1,0.92292,3,2,1,1
1,0.97191,3,2,0,1
0,1.1725,1,2,1,0
NaN,-Inf,3,1,0,0
1,1.134,3,1,0,1
1,1.0396,3,1,0,0
1,0.76537,1,2,0,0
1,0.90765,1,1,1,0
NaN,-Inf,1,1,0,0
1,0.8188,1,1,1,1
1,0.8874,3,1,1,1
1,1.0213,3,1,1,0
1,1.2256,1,1,0,1
1,0.78932,1,1,1,1
NaN,-Inf,3,2,0,0
0,1.5449,3,2,1,0
1,0.72868,1,2,0,1
1,0.76726,3,2,0,1
NaN,-Inf,1,1,0,0
1,0.85153,1,2,0,0
0,0.86986,3,2,1,0
1,1.5144,3,2,1,1
1,0.86037,3,2,0,1
NaN,-Inf,1,1,0,0
1,0.86826,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,0.8282,1,2,1,0
1,0.91231,1,2,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,0.63609,1,2,1,1
1,0.74794,1,2,0,1
1,1.0111,3,1,0,0
NaN,-Inf,3,2,0,0
1,1.431,1,1,0,0
1,1.1895,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
0,0.93484,1,2,0,0
0,1.0232,1,1,0,1
1,0.57168,1,1,1,0
0,1.1715,1,2,1,1
NaN,-Inf,1,2,0,0
1,0.91496,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
0,0.75832,3,1,1,1
NaN,-Inf,3,1,1,0
1,1.0625,3,2,1,0
1,1.5162,3,1,0,1
