Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,1,0,0
-1,-Inf,3,2,0,1
1,1.4476,3,2,0,0
1,0.9495,1,2,0,0
1,0.7954,1,1,1,0
NaN,-Inf,1,2,0,0
1,1.4194,1,1,1,1
1,1.8633,3,2,1,1
1,1.1812,3,2,1,0
1,1.1053,1,2,0,1
1,1.0132,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.0972,3,2,1,0
1,1.3711,1,1,0,1
1,1.247,3,1,0,1
NaN,-Inf,1,2,0,0
-1,-Inf,1,1,0,0
1,1.7668,3,1,1,0
1,1.0508,3,2,1,1
1,1.2046,3,2,0,1
NaN,-Inf,1,2,0,0
1,1.8365,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,0,0
0,1.8604,1,2,1,0
0,1.5043,1,1,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,2,1,0
1,0.98024,1,1,1,1
1,1.0363,1,2,0,1
1,0.9081,3,2,0,0
NaN,-Inf,3,1,0,0
1,1.1041,1,2,0,0
-1,-Inf,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.89596,1,1,0,0
1,1.072,1,1,0,1
1,1.1879,1,2,1,0
1,0.9479,1,1,1,1
NaN,-Inf,1,2,0,0
1,1.3398,3,1,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
1,1.0155,3,1,1,1
NaN,-Inf,3,1,1,0
-1,-Inf,3,1,1,0
1,0.98145,3,1,0,1
NaN,-Inf,1,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,1.1235,3,2,1,0
1,1.3654,3,2,1,0
1,0.93939,1,2,0,1
1,0.82532,1,1,1,1
NaN,-Inf,3,1,0,0
1,0.99528,1,2,0,0
1,1.4233,3,1,1,1
1,0.81721,1,2,1,0
NaN,-Inf,1,1,1,0
1,1.3052,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.173,3,1,0,1
1,1.3811,1,2,1,1
1,0.80085,1,1,0,0
1,1.233,1,1,0,1
1,1.0907,3,1,0,1
NaN,-Inf,3,2,0,0
1,0.85262,3,2,0,0
1,0.83847,1,1,1,0
1,0.99859,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
1,1.8784,3,1,1,1
NaN,-Inf,1,1,0,0
1,0.92033,1,1,0,0
1,1.2163,3,2,1,0
NaN,-Inf,3,2,0,0
1,0.81628,1,2,1,0
1,1.4221,1,1,0,1
NaN,-Inf,1,2,0,0
-1,-Inf,3,2,0,1
1,0.90212,3,1,0,0
NaN,-Inf,3,1,0,0
0,1.436,1,2,1,1
1,1.0398,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,0.74184,3,1,0,0
1,1.1558,1,1,1,1
1,1.0617,1,2,0,1
1,0.84178,1,2,0,0
1,1.0677,3,2,1,1
1,0.88553,3,1,0,1
1,1.1895,1,1,1,0
