Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,1,0,0
0,0.91758,3,2,0,1
1,0.59968,3,2,0,0
1,0.60556,1,2,0,0
1,0.69956,1,1,1,0
NaN,-Inf,1,2,0,0
1,0.41938,1,1,1,1
0,0.63847,3,2,1,1
1,0.76533,3,2,1,0
1,1.1932,1,2,0,1
1,0.72517,1,1,1,1
NaN,-Inf,3,2,0,0
1,0.75311,3,2,1,0
1,0.68116,1,1,0,1
1,0.73505,3,1,0,1
NaN,-Inf,1,2,0,0
1,0.61296,1,1,0,0
1,1.031,3,1,1,0
1,0.65818,3,2,1,1
1,0.94882,3,2,0,1
NaN,-Inf,1,2,0,0
1,0.62062,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,0,0
1,0.58043,1,2,1,0
1,0.71243,1,1,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,2,1,0
1,0.51576,1,1,1,1
1,0.9879,1,2,0,1
1,0.85218,3,2,0,0
NaN,-Inf,3,1,0,0
1,0.79211,1,2,0,0
1,0.95007,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.90406,1,1,0,0
1,0.8161,1,1,0,1
1,0.74792,1,2,1,0
0,0.77182,1,1,1,1
NaN,-Inf,1,2,0,0
1,0.76372,3,1,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
1,0.98354,3,1,1,1
NaN,-Inf,3,1,1,0
1,1.2955,3,1,1,0
1,0.79743,3,1,0,1
NaN,-Inf,1,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,0.81941,3,2,1,0
1,1.1494,3,2,1,0
1,0.66739,1,2,0,1
1,0.77722,1,1,1,1
NaN,-Inf,3,1,0,0
1,0.65921,1,2,0,0
1,0.83917,3,1,1,1
1,0.59317,1,2,1,0
NaN,-Inf,1,1,1,0
0,1.145,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.4449,3,1,0,1
1,0.5088,1,2,1,1
1,0.59282,1,1,0,0
1,0.70479,1,1,0,1
1,0.87468,3,1,0,1
NaN,-Inf,3,2,0,0
0,0.93256,3,2,0,0
1,0.51054,1,1,1,0
1,0.7905,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
1,1.4464,3,1,1,1
NaN,-Inf,1,1,0,0
0,1.0724,1,1,0,0
0,0.81627,3,2,1,0
NaN,-Inf,3,2,0,0
0,0.9761,1,2,1,0
1,0.87015,1,1,0,1
NaN,-Inf,1,2,0,0
1,0.95002,3,2,0,1
0,1.0858,3,1,0,0
NaN,-Inf,3,1,0,0
1,0.68383,1,2,1,1
0,0.91181,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,0.94176,3,1,0,0
1,0.65169,1,1,1,1
1,1.1015,1,2,0,1
1,0.81756,1,2,0,0
1,1.0756,3,2,1,1
1,0.87748,3,1,0,1
1,0.63746,1,1,1,0
