Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,0.72933,3,2,1,0
1,0.85927,3,1,1,0
1,0.84909,1,2,0,1
1,0.74279,1,1,1,1
NaN,-Inf,3,2,0,0
1,0.99295,1,1,0,0
0,1.1329,3,2,1,1
1,0.71881,1,1,1,0
NaN,-Inf,1,1,1,0
1,0.85468,3,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
0,0.8666,3,2,0,1
1,0.77844,1,1,1,1
1,0.65425,1,1,0,0
1,0.75016,1,1,0,1
1,1.3043,3,2,0,1
NaN,-Inf,3,2,0,0
1,0.84212,3,2,0,0
1,0.67592,1,1,1,0
1,0.95597,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
1,1.3237,3,1,1,1
NaN,-Inf,1,1,0,0
1,0.78969,1,1,0,0
1,1.1495,3,1,1,0
NaN,-Inf,3,2,0,0
1,0.67242,1,1,1,0
1,0.79522,1,1,0,1
NaN,-Inf,1,2,0,0
1,1.1071,3,1,0,1
1,0.78704,3,1,0,0
NaN,-Inf,3,2,0,0
1,1.377,1,1,1,1
1,0.84479,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,0.84269,3,2,0,0
1,0.71266,1,1,1,1
1,1.5785,1,1,0,1
1,0.92653,1,1,0,0
1,0.71239,3,2,1,1
1,1.7374,3,2,0,1
1,0.89831,1,2,1,0
NaN,-Inf,3,1,0,0
1,0.33486,3,1,0,1
1,1.3436,3,1,0,0
1,0.75472,1,2,0,0
1,0.97159,1,1,1,0
NaN,-Inf,1,1,0,0
-1,-Inf,1,1,1,1
1,1.5833,3,1,1,1
1,0.83728,3,1,1,0
1,0.87327,1,1,0,1
1,0.73314,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.0409,3,2,1,0
1,1.577,1,2,0,1
1,1.3668,3,2,0,1
NaN,-Inf,1,1,0,0
1,1.4288,1,2,0,0
0,1.6627,3,2,1,0
1,0.89053,3,2,1,1
1,1.0524,3,2,0,1
NaN,-Inf,1,1,0,0
-1,-Inf,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,0.89942,1,2,1,0
1,0.67204,1,2,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,0.89166,1,2,1,1
-1,-Inf,1,2,0,1
1,0.80368,3,1,0,0
NaN,-Inf,3,2,0,0
1,0.7195,1,1,0,0
1,1.6134,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.83854,1,2,0,0
1,0.91924,1,1,0,1
1,0.78725,1,1,1,0
1,0.93902,1,2,1,1
NaN,-Inf,1,2,0,0
1,1.041,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
1,0.94268,3,1,1,1
NaN,-Inf,3,1,1,0
0,1.1186,3,2,1,0
1,1.0043,3,1,0,1
