RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,NaN,0,0.5,0,1,NaN
0.52751,1,2,0.5,1,1,1
0.50148,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.44549,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.51721,1,2,0.5,1,2,2
0.52133,1,2,0.5,1,1,1
0.42726,1,2,0.5,1,2,2
0.49574,1,2,0.5,1,1,1
0.44916,1,2,0.5,0,2,1
0.40305,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.36107,1,2,0.5,0,2,1
0.4569,1,2,0.5,1,2,2
0.41286,1,2,0.5,0,2,1
0.4728,1,2,0.5,1,1,1
0.53483,1,2,0.5,0,1,2
0.50869,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.41452,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.41055,1,3,0.5,0,1,2
0.39225,1,3,0.5,0,1,2
0.47223,1,3,0.5,0,2,1
0.45417,1,3,0.5,0,2,1
0.47206,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.36798,1,3,0.5,0,1,2
0.46012,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.4379,1,3,0.5,1,2,2
0.38384,1,3,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.33788,1,3,0.5,0,2,1
0.48583,1,3,0.5,1,1,1
0.48582,1,3,0.5,1,1,1
0.48597,1,3,0.5,1,1,1
0.45159,1,3,0.5,1,2,2
0.48164,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.39554,1,3,0.5,0,2,1
0.43378,1,1,0.5,0,1,2
0.41104,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.41118,1,1,0.5,0,1,2
0.47898,1,1,0.5,1,1,1
0.43497,1,1,0.5,1,2,2
0.41689,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.4585,1,1,0.5,1,2,2
0.47872,1,1,0.5,0,2,1
0.48475,1,1,0.5,1,2,2
0.47669,1,1,0.5,1,1,1
0.4245,1,1,0.5,1,2,2
0.47449,1,1,0.5,0,2,1
0.47437,1,1,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.43232,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,1,0.5,0,1,NaN
0.39238,1,1,0.5,0,1,2
0.5315,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
0.42162,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.37694,1,1,0.5,0,2,1
0.56352,1,1,0.5,1,1,1
0.42751,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.53947,1,1,0.5,0,1,2
0.67931,1,1,0.5,0,1,2
0.43326,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.45901,1,1,0.5,0,1,2
0.47692,1,1,0.5,1,2,2
0.6829,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.4448,1,1,0.5,1,2,2
0.43275,1,1,0.5,0,2,1
0.4146,1,1,0.5,0,1,2
0.46478,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.62656,1,1,0.5,1,2,2
0.50658,1,1,0.5,1,1,1
0.44842,1,2,0.5,1,2,2
-Inf,NaN,2,0.5,0,1,NaN
0.40632,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
0.40728,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.49616,1,2,0.5,0,2,1
0.44073,1,2,0.5,0,2,1
0.47002,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.42805,1,2,0.5,1,1,1
0.43783,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.48778,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
0.45581,1,2,0.5,1,2,2
0.51986,1,2,0.5,1,2,2
0.61175,1,2,0.5,0,2,1
0.77156,1,2,0.5,1,1,1
0.37953,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.38454,1,2,0.5,0,1,2
0.36337,1,2,0.5,0,1,2
0.43521,1,3,0.5,1,1,1
0.41122,1,3,0.5,0,2,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.3851,1,3,0.5,0,1,2
0.43704,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.55274,1,3,0.5,0,2,1
0.41069,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
0.36273,1,3,0.5,0,1,2
0.40861,1,3,0.5,0,1,2
0.44656,1,3,0.5,0,1,2
0.49858,1,3,0.5,0,2,1
0.49859,1,3,0.5,1,1,1
0.41451,1,3,0.5,1,2,2
0.4164,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.52841,1,3,0.5,0,1,2
0.54034,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.50025,1,3,0.5,1,1,1
