Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,1,0
1,0.86786,3,2,1,0
1,0.8294,3,2,1,0
1,0.8114,1,2,0,1
1,0.57729,1,1,1,1
NaN,-Inf,3,2,0,0
1,0.84323,1,1,0,0
1,0.73506,3,2,1,1
1,0.47292,1,1,1,0
NaN,-Inf,1,2,1,0
1,0.60882,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.70869,3,2,0,1
1,0.45254,1,1,1,1
1,0.72836,1,1,0,0
1,0.98439,1,2,0,1
1,0.69827,3,1,0,1
NaN,-Inf,3,1,0,0
1,0.50822,3,2,0,0
1,0.638,1,1,1,0
1,0.59006,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
1,0.79794,3,2,1,1
NaN,-Inf,1,1,0,0
1,0.5915,1,2,0,0
1,0.79155,3,1,1,0
NaN,-Inf,3,1,0,0
1,0.79942,1,2,1,0
1,0.72538,1,2,0,1
NaN,-Inf,1,2,0,0
1,0.67762,3,2,0,1
1,0.71733,3,1,0,0
NaN,-Inf,3,1,0,0
1,0.62708,1,2,1,1
1,0.87912,3,1,1,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.67679,3,2,0,0
0,0.80274,1,1,1,1
1,0.70871,1,1,0,1
1,0.53673,1,1,0,0
1,1.3626,3,1,1,1
1,0.68618,3,1,0,1
1,0.66773,1,1,1,0
NaN,-Inf,3,2,0,0
1,0.82958,3,1,0,1
1,0.63961,3,2,0,0
1,0.58146,1,1,0,0
1,0.45134,1,1,1,0
NaN,-Inf,1,2,0,0
1,0.72323,1,2,1,1
1,0.79117,3,1,1,1
1,0.5011,3,2,1,0
1,0.89708,1,2,0,1
1,0.54894,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.0761,3,1,1,0
1,0.85677,1,1,0,1
1,1.0466,3,2,0,1
NaN,-Inf,1,1,0,0
1,0.5236,1,1,0,0
1,0.52595,3,1,1,0
1,0.61041,3,1,1,1
1,0.76643,3,2,0,1
NaN,-Inf,1,1,0,0
1,0.67617,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,0.61183,1,1,1,0
1,0.49578,1,1,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
1,0.59553,1,2,1,1
1,0.65949,1,1,0,1
1,0.65938,3,1,0,0
NaN,-Inf,3,2,0,0
1,0.56746,1,2,0,0
1,0.67725,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.54723,1,1,0,0
1,0.69523,1,2,0,1
1,0.54709,1,2,1,0
1,0.7469,1,2,1,1
NaN,-Inf,1,1,0,0
1,0.59482,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,0.82246,3,1,1,1
NaN,-Inf,3,1,1,0
0,0.68628,3,2,1,0
1,0.68434,3,1,0,1
