Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,1.8221,3,2,1,0
1,0.8775,3,1,1,0
1,1.3232,1,2,0,1
-1,-Inf,1,1,1,1
NaN,-Inf,3,2,0,0
-1,-Inf,1,1,0,0
0,1.2564,3,2,1,1
-1,-Inf,1,1,1,0
NaN,-Inf,1,1,1,0
1,0.89765,3,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
-1,-Inf,3,2,0,1
1,1.5736,1,1,1,1
1,0.79312,1,1,0,0
1,1.0813,1,1,0,1
1,0.93873,3,2,0,1
NaN,-Inf,3,2,0,0
1,1.1972,3,2,0,0
1,0.75098,1,1,1,0
0,1.4471,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
0,1.0782,3,1,1,1
NaN,-Inf,1,1,0,0
1,0.84072,1,1,0,0
1,1.0245,3,1,1,0
NaN,-Inf,3,2,0,0
1,1.1129,1,1,1,0
1,0.83862,1,1,0,1
NaN,-Inf,1,2,0,0
1,1.278,3,1,0,1
1,1.9667,3,1,0,0
NaN,-Inf,3,2,0,0
0,1.6686,1,1,1,1
1,0.75946,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,0.99797,3,2,0,0
-1,-Inf,1,1,1,1
0,1.0057,1,1,0,1
1,0.99383,1,1,0,0
0,1.9562,3,2,1,1
1,1.3259,3,2,0,1
1,0.7493,1,2,1,0
NaN,-Inf,3,1,0,0
0,0.0043539,3,1,0,1
1,1.3675,3,1,0,0
1,1.4134,1,2,0,0
1,0.78001,1,1,1,0
NaN,-Inf,1,1,0,0
-1,-Inf,1,1,1,1
1,1.2077,3,1,1,1
1,1.0772,3,1,1,0
1,1.6173,1,1,0,1
1,1.2378,1,1,1,1
NaN,-Inf,3,2,0,0
1,0.74568,3,2,1,0
0,1.3781,1,2,0,1
0,1.0391,3,2,0,1
NaN,-Inf,1,1,0,0
0,0.00074577,1,2,0,0
1,0.75148,3,2,1,0
0,0.78676,3,2,1,1
1,0.79533,3,2,0,1
NaN,-Inf,1,1,0,0
0,1.8047,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
0,1.525,1,2,1,0
1,0.92057,1,2,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
0,1.0682,1,2,1,1
1,0.88421,1,2,0,1
1,0.81246,3,1,0,0
NaN,-Inf,3,2,0,0
0,1.3766,1,1,0,0
1,0.70259,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.73618,1,2,0,0
1,1.0163,1,1,0,1
1,0.90052,1,1,1,0
1,1.0201,1,2,1,1
NaN,-Inf,1,2,0,0
1,0.14849,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
0,0.5994,3,1,1,1
NaN,-Inf,3,1,1,0
1,0.71218,3,2,1,0
0,0.80524,3,1,0,1
