RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,NaN,0,0.5,0,1,NaN
0.55144,1,2,0.5,1,1,1
0.54065,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.54107,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.4763,1,2,0.5,1,2,2
0.52946,1,2,0.5,1,1,1
0.57141,1,2,0.5,1,1,1
0.47912,1,2,0.5,1,2,2
0.60938,1,2,0.5,0,2,1
0.55554,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.46493,1,2,0.5,0,1,2
0.54509,1,2,0.5,1,1,1
0.47979,1,2,0.5,0,1,2
0.46482,1,2,0.5,1,2,2
0.56718,1,2,0.5,0,2,1
0.55608,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.51045,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.61002,1,3,0.5,0,1,2
0.54395,1,3,0.5,0,2,1
0.46409,1,3,0.5,0,1,2
0.63,1,3,0.5,0,2,1
0.51024,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.51242,1,3,0.5,0,1,2
0.47581,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.49319,1,3,0.5,1,2,2
0.47973,1,3,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.5703,1,3,0.5,0,2,1
0.42216,1,3,0.5,1,2,2
0.49379,1,3,0.5,1,1,1
0.47609,1,3,0.5,1,1,1
0.50761,1,3,0.5,1,1,1
0.40987,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.6678,1,3,0.5,0,2,1
0.68913,1,1,0.5,0,2,1
0.41965,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.60359,1,1,0.5,0,2,1
0.57475,1,1,0.5,1,1,1
0.40355,1,1,0.5,1,2,2
0.44936,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.55515,1,1,0.5,1,1,1
0.40722,1,1,0.5,0,1,2
0.42113,1,1,0.5,1,2,2
0.60453,1,1,0.5,1,1,1
0.42461,1,1,0.5,1,2,2
0.58706,1,1,0.5,0,2,1
0.62629,1,1,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.56822,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,1,0.5,0,1,NaN
0.41626,1,1,0.5,0,1,2
0.42863,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,1,NaN
0.56432,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.42893,1,1,0.5,0,1,2
0.48268,1,1,0.5,1,2,2
0.5222,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.51305,1,1,0.5,0,1,2
0.66224,1,1,0.5,0,2,1
0.55245,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.69028,1,1,0.5,0,2,1
0.53984,1,1,0.5,1,2,2
0.46617,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.59624,1,1,0.5,1,1,1
0.50435,1,1,0.5,0,1,2
0.4462,1,1,0.5,0,1,2
0.59958,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
0.55356,1,1,0.5,1,1,1
0.45469,1,1,0.5,1,2,2
0.66333,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
0.5569,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,2,NaN
0.67954,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.47099,1,2,0.5,0,1,2
0.53303,1,2,0.5,0,1,2
0.42953,1,2,0.5,1,2,2
-Inf,NaN,2,0.5,0,1,NaN
0.43474,1,2,0.5,1,2,2
0.53286,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.66284,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,2,NaN
0.51099,1,2,0.5,1,1,1
0.39028,1,2,0.5,1,2,2
0.47436,1,2,0.5,0,1,2
0.60237,1,2,0.5,1,1,1
0.61892,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.47247,1,2,0.5,0,1,2
0.4344,1,2,0.5,0,1,2
0.42271,1,3,0.5,1,2,2
0.40212,1,3,0.5,0,1,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.76159,1,3,0.5,0,2,1
0.65209,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.76821,1,3,0.5,0,2,1
0.41807,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,1,NaN
0.69819,1,3,0.5,0,2,1
0.61174,1,3,0.5,0,2,1
0.54995,1,3,0.5,0,2,1
0.53223,1,3,0.5,0,2,1
0.40133,1,3,0.5,1,2,2
0.53386,1,3,0.5,1,1,1
0.48739,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.43903,1,3,0.5,0,1,2
0.42704,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.39566,1,3,0.5,1,2,2
