RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,NaN,0,0.5,0,2,NaN
0.61989,1,2,0.5,1,1,1
0.52169,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.55373,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.5457,1,2,0.5,1,2,2
0.57375,1,2,0.5,1,2,2
0.54383,1,2,0.5,1,2,2
0.5396,1,2,0.5,1,2,2
0.53349,1,2,0.5,0,2,1
0.50372,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.49337,1,2,0.5,0,1,2
0.5492,1,2,0.5,1,1,1
0.53711,1,2,0.5,0,1,2
0.49317,1,2,0.5,1,1,1
0.47507,1,2,0.5,0,1,2
0.46519,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.53909,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.5589,1,3,0.5,0,2,1
0.47678,1,3,0.5,0,2,1
0.43671,1,3,0.5,0,2,1
0.48259,1,3,0.5,0,1,2
0.49847,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.4685,1,3,0.5,0,2,1
0.54445,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.53837,1,3,0.5,1,1,1
0.46035,1,3,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.65417,1,3,0.5,0,1,2
0.49825,1,3,0.5,1,1,1
0.50606,1,3,0.5,1,2,2
0.53808,1,3,0.5,1,1,1
0.48011,1,3,0.5,1,2,2
0.52814,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.53585,1,3,0.5,0,1,2
0.54956,1,1,0.5,0,2,1
0.58287,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.53554,1,1,0.5,0,1,2
0.48345,1,1,0.5,1,1,1
