RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,NaN,0,0.5,0,1,NaN
0.87168,1,2,0.5,1,1,1
0.65378,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.77359,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.61344,1,2,0.5,1,2,2
0.65747,1,2,0.5,1,1,1
0.72336,1,2,0.5,1,2,2
0.53812,1,2,0.5,1,1,1
0.62522,1,2,0.5,0,2,1
0.60317,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.80127,1,2,0.5,0,2,1
0.55753,1,2,0.5,1,2,2
0.61446,1,2,0.5,0,2,1
0.60901,1,2,0.5,1,1,1
0.68692,1,2,0.5,0,1,2
0.75702,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.78284,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.85063,1,3,0.5,0,1,2
1.0565,1,3,0.5,0,1,2
0.67252,1,3,0.5,0,2,1
0.7825,1,3,0.5,0,2,1
0.74237,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.72026,1,3,0.5,0,1,2
0.77231,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.86212,1,3,0.5,1,2,2
1.4559,1,3,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.68999,1,3,0.5,0,2,1
1.038,1,3,0.5,1,1,1
0.78188,1,3,0.5,1,1,1
0.76394,1,3,0.5,1,1,1
0.77988,1,3,0.5,1,2,2
0.72974,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.78765,1,3,0.5,0,2,1
1.5615,1,1,0.5,0,1,2
1.0513,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.85861,1,1,0.5,0,1,2
1.4632,1,1,0.5,1,1,1
0.77923,1,1,0.5,1,2,2
0.77713,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.97099,1,1,0.5,1,2,2
0.87895,1,1,0.5,0,2,1
0.98098,1,1,0.5,1,2,2
0.92478,1,1,0.5,1,1,1
0.80867,1,1,0.5,1,2,2
0.92405,1,1,0.5,0,2,1
1.8034,1,1,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
1.2479,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,1,0.5,0,1,NaN
0.80042,1,1,0.5,0,1,2
1.7643,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
1.3255,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.75954,1,1,0.5,0,2,1
0.60253,1,1,0.5,1,1,1
0.66735,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.66722,1,1,0.5,0,1,2
1.0153,1,1,0.5,0,1,2
0.6172,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
1.011,1,1,0.5,0,1,2
0.82094,1,1,0.5,1,2,2
1.1393,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.83688,1,1,0.5,1,2,2
0.71274,1,1,0.5,0,2,1
1.2627,1,1,0.5,0,1,2
1.0326,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.75194,1,1,0.5,1,2,2
0.91451,1,1,0.5,1,1,1
0.72828,1,2,0.5,1,2,2
-Inf,NaN,2,0.5,0,1,NaN
0.77427,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
0.56811,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.6657,1,2,0.5,0,2,1
1.2459,1,2,0.5,0,2,1
0.76592,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.71597,1,2,0.5,1,1,1
0.76475,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.75175,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
0.61605,1,2,0.5,1,2,2
0.63167,1,2,0.5,1,2,2
0.74756,1,2,0.5,0,2,1
0.73152,1,2,0.5,1,1,1
0.61942,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.72945,1,2,0.5,0,1,2
0.67532,1,2,0.5,0,1,2
0.93907,1,3,0.5,1,1,1
0.87506,1,3,0.5,0,2,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.77703,1,3,0.5,0,1,2
0.89287,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.75278,1,3,0.5,0,2,1
0.73874,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
0.96257,1,3,0.5,0,1,2
0.72866,1,3,0.5,0,1,2
0.99064,1,3,0.5,0,1,2
0.9463,1,3,0.5,0,2,1
0.83452,1,3,0.5,1,1,1
0.64642,1,3,0.5,1,2,2
0.75229,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.68025,1,3,0.5,0,1,2
0.80427,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.7643,1,3,0.5,1,1,1
