Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,1.4754,3,2,1,0
1,1.7179,3,1,1,0
1,1.2835,1,2,0,1
1,1.6176,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.4674,1,1,0,0
1,1.5511,3,2,1,1
1,1.0972,1,1,1,0
NaN,-Inf,1,1,1,0
0,1.6012,3,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,1.2129,3,2,0,1
1,1.0132,1,1,1,1
1,1.2087,1,1,0,0
1,1.0803,1,1,0,1
-1,-Inf,3,2,0,1
NaN,-Inf,3,2,0,0
0,1.5729,3,2,0,0
1,1.3901,1,1,1,0
0,1.8065,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
1,1.4237,3,1,1,1
NaN,-Inf,1,1,0,0
1,1.208,1,1,0,0
1,1.5197,3,1,1,0
NaN,-Inf,3,2,0,0
1,0.86353,1,1,1,0
1,1.222,1,1,0,1
NaN,-Inf,1,2,0,0
1,1.5577,3,1,0,1
1,0.96517,3,1,0,0
NaN,-Inf,3,2,0,0
-1,-Inf,1,1,1,1
1,1.6393,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,1.5895,3,2,0,0
1,0.9793,1,1,1,1
1,0.96495,1,1,0,1
1,0.88099,1,1,0,0
1,1.348,3,2,1,1
1,1.3969,3,2,0,1
1,1.7169,1,2,1,0
NaN,-Inf,3,1,0,0
1,0.94214,3,1,0,1
1,1.3356,3,1,0,0
1,1.6295,1,2,0,0
1,1.3553,1,1,1,0
NaN,-Inf,1,1,0,0
1,0.47583,1,1,1,1
1,0.76767,3,1,1,1
0,1.3575,3,1,1,0
1,0.94542,1,1,0,1
1,0.93298,1,1,1,1
NaN,-Inf,3,2,0,0
0,1.7209,3,2,1,0
1,0.83293,1,2,0,1
1,1.0065,3,2,0,1
NaN,-Inf,1,1,0,0
1,0.7649,1,2,0,0
1,0.82596,3,2,1,0
0,0.95426,3,2,1,1
1,1.2205,3,2,0,1
NaN,-Inf,1,1,0,0
1,0.54792,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,0.60393,1,2,1,0
1,0.62355,1,2,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,1.3477,1,2,1,1
1,1.0282,1,2,0,1
1,1.148,3,1,0,0
NaN,-Inf,3,2,0,0
1,1.1758,1,1,0,0
1,1.2373,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.3596,1,2,0,0
1,0.98368,1,1,0,1
1,0.75528,1,1,1,0
1,0.79526,1,2,1,1
NaN,-Inf,1,2,0,0
1,1.9291,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
1,1.1828,3,1,1,1
NaN,-Inf,3,1,1,0
1,0.46277,3,2,1,0
1,0.96476,3,1,0,1
