RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,NaN,0,0.5,0,2,NaN
0.62359,1,2,0.5,1,1,1
0.61347,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.5814,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.74936,1,2,0.5,1,2,2
0.6493,1,2,0.5,1,2,2
0.69922,1,2,0.5,1,2,2
0.87128,1,2,0.5,1,2,2
0.65714,1,2,0.5,0,2,1
0.65912,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.79523,1,2,0.5,0,1,2
0.59293,1,2,0.5,1,1,1
0.70898,1,2,0.5,0,1,2
0.67287,1,2,0.5,1,1,1
0.63078,1,2,0.5,0,1,2
0.7968,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.51881,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.83439,1,3,0.5,0,2,1
0.68846,1,3,0.5,0,2,1
0.76837,1,3,0.5,0,2,1
0.57434,1,3,0.5,0,1,2
0.56619,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.62421,1,3,0.5,0,2,1
0.60405,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.75796,1,3,0.5,1,1,1
0.68791,1,3,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.74585,1,3,0.5,0,1,2
0.74984,1,3,0.5,1,1,1
0.50957,1,3,0.5,1,2,2
0.44368,1,3,0.5,1,1,1
0.52344,1,3,0.5,1,2,2
-Inf,-1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.70758,1,3,0.5,0,1,2
