RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,NaN,0,0.5,0,2,NaN
0.66474,1,2,0.5,1,1,1
0.5667,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.51037,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.49633,1,2,0.5,1,2,2
0.49022,1,2,0.5,1,2,2
0.4755,1,2,0.5,1,2,2
0.5844,1,2,0.5,1,2,2
0.46548,1,2,0.5,0,2,1
0.494,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.48937,1,2,0.5,0,1,2
0.53785,1,2,0.5,1,1,1
0.40566,1,2,0.5,0,1,2
0.48954,1,2,0.5,1,1,1
0.43928,1,2,0.5,0,1,2
0.56574,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.57524,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.57135,1,3,0.5,0,2,1
0.61748,1,3,0.5,0,2,1
0.58503,1,3,0.5,0,2,1
0.47928,1,3,0.5,0,1,2
0.57525,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.48896,1,3,0.5,0,2,1
0.52515,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.535,1,3,0.5,1,1,1
0.48847,1,3,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.49055,1,3,0.5,0,1,2
0.5346,1,3,0.5,1,1,1
0.46237,1,3,0.5,1,2,2
0.4946,1,3,0.5,1,1,1
0.45274,1,3,0.5,1,2,2
0.46646,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.66055,1,3,0.5,0,1,2
0.51437,1,1,0.5,0,2,1
0.47603,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.508,1,1,0.5,0,1,2
0.47171,1,1,0.5,1,1,1
0.53151,1,1,0.5,1,1,1
0.48133,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.61141,1,1,0.5,1,2,2
0.48758,1,1,0.5,0,2,1
0.50972,1,1,0.5,1,1,1
0.60528,1,1,0.5,1,2,2
0.45724,1,1,0.5,1,2,2
0.74698,1,1,0.5,0,1,2
0.48441,1,1,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.52896,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,1,0.5,0,1,NaN
0.46479,1,1,0.5,0,1,2
0.44512,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,1,NaN
0.50152,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.44775,1,1,0.5,0,1,2
0.48324,1,1,0.5,1,1,1
0.49167,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.54632,1,1,0.5,0,1,2
0.47176,1,1,0.5,0,1,2
0.53753,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.54783,1,1,0.5,0,2,1
0.50088,1,1,0.5,1,1,1
0.45087,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.541,1,1,0.5,1,2,2
0.58439,1,1,0.5,0,2,1
0.50307,1,1,0.5,0,1,2
0.52052,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.67477,1,1,0.5,1,1,1
0.37039,1,1,0.5,1,2,2
0.57628,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
0.50973,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
0.52812,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.51221,1,2,0.5,0,2,1
0.47006,1,2,0.5,0,1,2
0.51329,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.50727,1,2,0.5,1,2,2
0.56589,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.5037,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.48006,1,2,0.5,1,2,2
0.55996,1,2,0.5,1,1,1
0.45948,1,2,0.5,0,1,2
0.45157,1,2,0.5,1,2,2
0.51578,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.54628,1,2,0.5,0,2,1
0.48298,1,2,0.5,0,2,1
0.46751,1,3,0.5,1,2,2
0.48356,1,3,0.5,0,2,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.50477,1,3,0.5,0,1,2
0.53305,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.48073,1,3,0.5,0,2,1
0.69033,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
0.46664,1,3,0.5,0,2,1
0.51268,1,3,0.5,0,1,2
0.49496,1,3,0.5,0,2,1
0.4344,1,3,0.5,0,1,2
0.43473,1,3,0.5,1,2,2
0.49474,1,3,0.5,1,2,2
0.50398,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.47206,1,3,0.5,0,1,2
0.50005,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.5082,1,3,0.5,1,2,2
