Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,1,0,0
1,1.2257,3,2,0,1
1,0.92425,3,2,0,0
1,0.69019,1,2,0,0
1,0.74393,1,1,1,0
NaN,-Inf,1,2,0,0
1,0.98416,1,1,1,1
1,0.98771,3,2,1,1
1,0.80906,3,2,1,0
1,0.63787,1,2,0,1
1,0.61685,1,1,1,1
NaN,-Inf,3,2,0,0
1,0.82181,3,2,1,0
1,0.81914,1,1,0,1
1,0.77931,3,1,0,1
NaN,-Inf,1,2,0,0
1,0.52161,1,1,0,0
1,0.91531,3,1,1,0
1,0.93539,3,2,1,1
1,0.96127,3,2,0,1
NaN,-Inf,1,2,0,0
1,0.76863,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,0,0
1,0.99285,1,2,1,0
1,0.81303,1,1,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,2,1,0
1,0.68812,1,1,1,1
1,0.62488,1,2,0,1
1,0.88067,3,2,0,0
NaN,-Inf,3,1,0,0
1,0.82006,1,2,0,0
1,0.89812,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.74896,1,1,0,0
1,0.7407,1,1,0,1
1,0.84864,1,2,1,0
1,0.75971,1,1,1,1
NaN,-Inf,1,2,0,0
1,0.81614,3,1,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
1,0.70841,3,1,1,1
NaN,-Inf,3,1,1,0
1,0.85948,3,1,1,0
1,0.76159,3,1,0,1
NaN,-Inf,1,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,0.92015,3,2,1,0
1,0.90488,3,2,1,0
1,0.74376,1,2,0,1
1,0.67156,1,1,1,1
NaN,-Inf,3,1,0,0
1,0.82376,1,2,0,0
1,0.92402,3,1,1,1
1,0.84543,1,2,1,0
NaN,-Inf,1,1,1,0
1,0.78149,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.82597,3,1,0,1
1,0.72117,1,2,1,1
1,0.74895,1,1,0,0
1,0.79756,1,1,0,1
1,0.67145,3,1,0,1
NaN,-Inf,3,2,0,0
1,0.80134,3,2,0,0
1,0.82745,1,1,1,0
1,0.64347,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
1,0.6989,3,1,1,1
NaN,-Inf,1,1,0,0
1,1.0125,1,1,0,0
1,0.82862,3,2,1,0
NaN,-Inf,3,2,0,0
1,0.70124,1,2,1,0
1,0.97112,1,1,0,1
NaN,-Inf,1,2,0,0
1,1.2189,3,2,0,1
1,0.70671,3,1,0,0
NaN,-Inf,3,1,0,0
1,0.7443,1,2,1,1
0,1.0035,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,1.1698,3,1,0,0
1,1.2003,1,1,1,1
1,0.79409,1,2,0,1
1,0.87058,1,2,0,0
1,0.79252,3,2,1,1
1,0.82615,3,1,0,1
1,0.73828,1,1,1,0
