Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,1,0
-1,-Inf,3,2,1,0
1,1.1378,3,2,1,0
1,1.0884,1,2,0,1
0,1.4458,1,1,1,1
NaN,-Inf,3,2,0,0
-1,-Inf,1,1,0,0
-1,-Inf,3,2,1,1
1,1.6298,1,1,1,0
NaN,-Inf,1,2,1,0
1,1.2779,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
-1,-Inf,3,2,0,1
0,1.1937,1,1,1,1
1,1.2055,1,1,0,0
0,0.86144,1,2,0,1
1,1.2547,3,1,0,1
NaN,-Inf,3,1,0,0
1,1.193,3,2,0,0
1,1.2024,1,1,1,0
0,0.98656,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
-1,-Inf,3,2,1,1
NaN,-Inf,1,1,0,0
1,1.3327,1,2,0,0
1,1.428,3,1,1,0
NaN,-Inf,3,1,0,0
1,0.93997,1,2,1,0
1,1.2578,1,2,0,1
NaN,-Inf,1,2,0,0
0,1.2176,3,2,0,1
1,0.97823,3,1,0,0
NaN,-Inf,3,1,0,0
1,1.9785,1,2,1,1
0,1.3317,3,1,1,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.1298,3,2,0,0
-1,-Inf,1,1,1,1
1,1.4008,1,1,0,1
1,0.94902,1,1,0,0
0,1.8876,3,1,1,1
-1,-Inf,3,1,0,1
1,1.2406,1,1,1,0
NaN,-Inf,3,2,0,0
0,1.6263,3,1,0,1
1,0.71223,3,2,0,0
1,0.71409,1,1,0,0
1,0.87994,1,1,1,0
NaN,-Inf,1,2,0,0
-1,-Inf,1,2,1,1
0,1.9318,3,1,1,1
1,1.3297,3,2,1,0
1,1.1257,1,2,0,1
-1,-Inf,1,1,1,1
NaN,-Inf,3,2,0,0
-1,-Inf,3,1,1,0
1,1.0377,1,1,0,1
1,0.93139,3,2,0,1
NaN,-Inf,1,1,0,0
-1,-Inf,1,1,0,0
1,0.89153,3,1,1,0
0,0.56697,3,1,1,1
0,1.041,3,2,0,1
NaN,-Inf,1,1,0,0
0,1.0248,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,1.1474,1,1,1,0
-1,-Inf,1,1,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
-1,-Inf,1,2,1,1
0,0.86436,1,1,0,1
0,0.56168,3,1,0,0
NaN,-Inf,3,2,0,0
1,1.6032,1,2,0,0
1,0.8946,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.3159,1,1,0,0
1,0.92444,1,2,0,1
0,1.7439,1,2,1,0
1,1.5038,1,2,1,1
NaN,-Inf,1,1,0,0
1,1.6631,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
-1,-Inf,3,1,1,1
NaN,-Inf,3,1,1,0
-1,-Inf,3,2,1,0
0,1.0733,3,1,0,1
