RT,Crt,trltp,shrink,iscong,trgtside,crtdir
0.71782,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.67256,1,1,0.5,0,2,1
0.57202,1,1,0.5,1,1,1
0.6124,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.69195,1,1,0.5,0,2,1
0.95251,1,1,0.5,0,1,2
0.74414,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
1.1318,1,1,0.5,0,2,1
0.66199,1,1,0.5,1,1,1
0.70719,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.74123,1,1,0.5,1,1,1
0.71311,1,1,0.5,0,1,2
0.86343,1,1,0.5,0,2,1
0.75351,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
1.1155,1,1,0.5,1,1,1
0.75539,1,1,0.5,1,2,2
0.68934,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
0.67054,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.8725,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.68895,1,2,0.5,0,2,1
0.69434,1,2,0.5,0,1,2
0.63818,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.67691,1,2,0.5,1,2,2
0.86291,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.6401,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.71271,1,2,0.5,1,2,2
0.76046,1,2,0.5,1,2,2
0.66043,1,2,0.5,0,2,1
0.73247,1,2,0.5,1,1,1
0.66043,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.72193,1,2,0.5,0,1,2
0.70788,1,2,0.5,0,2,1
1.0517,1,3,0.5,1,1,1
0.59612,1,3,0.5,0,1,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.84996,1,3,0.5,0,1,2
0.78147,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.76946,1,3,0.5,0,2,1
1.5628,0,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
