Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,1,0,0
0,1.3973,3,2,0,1
1,1.248,3,2,0,0
1,1.1732,1,2,0,0
1,1.1314,1,1,1,0
NaN,-Inf,1,2,0,0
1,0.94016,1,1,1,1
0,1.6874,3,2,1,1
-1,-Inf,3,2,1,0
1,0.98567,1,2,0,1
1,1.4289,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.217,3,2,1,0
1,0.88139,1,1,0,1
1,0.9346,3,1,0,1
NaN,-Inf,1,2,0,0
1,1.0847,1,1,0,0
-1,-Inf,3,1,1,0
1,0.85074,3,2,1,1
0,1.2688,3,2,0,1
NaN,-Inf,1,2,0,0
1,1.229,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,0,0
1,1.2529,1,2,1,0
1,0.68019,1,1,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,2,1,0
1,1.172,1,1,1,1
1,0.75947,1,2,0,1
1,0.97246,3,2,0,0
NaN,-Inf,3,1,0,0
1,0.98406,1,2,0,0
1,0.6856,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.6723,1,1,0,0
1,1.2242,1,1,0,1
1,0.82009,1,2,1,0
1,1.8201,1,1,1,1
NaN,-Inf,1,2,0,0
1,1.2116,3,1,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
0,0.90388,3,1,1,1
NaN,-Inf,3,1,1,0
1,0.77567,3,1,1,0
0,0.90111,3,1,0,1
NaN,-Inf,1,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,1.2361,3,2,1,0
1,0.8137,3,2,1,0
1,0.98041,1,2,0,1
1,1.3461,1,1,1,1
NaN,-Inf,3,1,0,0
-1,-Inf,1,2,0,0
1,1.6168,3,1,1,1
1,0.93819,1,2,1,0
NaN,-Inf,1,1,1,0
1,0.74536,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
0,0.78142,3,1,0,1
-1,-Inf,1,2,1,1
1,1.0738,1,1,0,0
1,1.5214,1,1,0,1
0,1.1877,3,1,0,1
NaN,-Inf,3,2,0,0
1,1.0856,3,2,0,0
1,0.81559,1,1,1,0
1,1.4789,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
0,0.7831,3,1,1,1
NaN,-Inf,1,1,0,0
0,0.18481,1,1,0,0
1,1.0574,3,2,1,0
NaN,-Inf,3,2,0,0
1,0.64985,1,2,1,0
1,1.0783,1,1,0,1
NaN,-Inf,1,2,0,0
0,0.98266,3,2,0,1
1,0.76645,3,1,0,0
NaN,-Inf,3,1,0,0
1,1.3727,1,2,1,1
1,1.625,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,0.65461,3,1,0,0
1,1.2047,1,1,1,1
1,0.61484,1,2,0,1
1,0.69813,1,2,0,0
0,0.94826,3,2,1,1
1,1.1184,3,1,0,1
1,0.68368,1,1,1,0
