Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,1,0
-1,-Inf,3,2,1,0
1,1.1658,3,2,1,0
1,1.2438,1,2,0,1
1,1.5941,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.5319,1,1,0,0
0,1.144,3,2,1,1
1,0.9376,1,1,1,0
NaN,-Inf,1,2,1,0
1,1.16,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
0,1.6299,3,2,0,1
1,1.2134,1,1,1,1
1,1.3923,1,1,0,0
1,1.0974,1,2,0,1
1,1.4197,3,1,0,1
NaN,-Inf,3,1,0,0
1,1.085,3,2,0,0
1,0.95118,1,1,1,0
0,0.96742,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
0,1.2387,3,2,1,1
NaN,-Inf,1,1,0,0
1,0.73671,1,2,0,0
1,0.98477,3,1,1,0
NaN,-Inf,3,1,0,0
1,0.70493,1,2,1,0
1,0.97486,1,2,0,1
NaN,-Inf,1,2,0,0
0,0.85461,3,2,0,1
1,0.8947,3,1,0,0
NaN,-Inf,3,1,0,0
1,0.93998,1,2,1,1
1,1.4888,3,1,1,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.1897,3,2,0,0
1,1.4203,1,1,1,1
1,1.07,1,1,0,1
1,1.2022,1,1,0,0
0,1.0044,3,1,1,1
1,1.2861,3,1,0,1
1,0.9097,1,1,1,0
NaN,-Inf,3,2,0,0
0,1.1421,3,1,0,1
1,1.3515,3,2,0,0
1,0.9103,1,1,0,0
1,0.81995,1,1,1,0
NaN,-Inf,1,2,0,0
1,0.94679,1,2,1,1
0,0.9274,3,1,1,1
1,0.84524,3,2,1,0
1,0.84151,1,2,0,1
1,1.0299,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.0335,3,1,1,0
1,1.073,1,1,0,1
1,0.97557,3,2,0,1
NaN,-Inf,1,1,0,0
0,1.4855,1,1,0,0
1,1.5631,3,1,1,0
-1,-Inf,3,1,1,1
1,1.4212,3,2,0,1
NaN,-Inf,1,1,0,0
0,1.4053,3,2,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,1.165,1,1,1,0
1,1.7609,1,1,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
1,0.98893,1,2,1,1
1,0.94075,1,1,0,1
1,0.98101,3,1,0,0
NaN,-Inf,3,2,0,0
1,1.0167,1,2,0,0
1,1.5508,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.99794,1,1,0,0
1,1.0327,1,2,0,1
1,0.88451,1,2,1,0
1,1.3333,1,2,1,1
NaN,-Inf,1,1,0,0
1,1.6039,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,1.3355,3,1,1,1
NaN,-Inf,3,1,1,0
1,1.1755,3,2,1,0
0,0.81379,3,1,0,1
