Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,1.3402,3,2,1,0
1,1.3903,3,1,1,0
1,1.2282,1,2,0,1
1,0.68312,1,1,1,1
NaN,-Inf,3,2,0,0
1,0.94678,1,1,0,0
1,1.0157,3,2,1,1
1,0.64192,1,1,1,0
NaN,-Inf,1,1,1,0
1,1.3061,3,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
0,1.686,3,2,0,1
1,0.8623,1,1,1,1
1,1.3451,1,1,0,0
1,0.88149,1,1,0,1
1,1.2189,3,2,0,1
NaN,-Inf,3,2,0,0
0,0.23737,3,2,0,0
1,1.0873,1,1,1,0
1,0.80742,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
0,0.95123,3,1,1,1
NaN,-Inf,1,1,0,0
1,1.2809,1,1,0,0
1,1.2891,3,1,1,0
NaN,-Inf,3,2,0,0
1,1.6963,1,1,1,0
1,1.1425,1,1,0,1
NaN,-Inf,1,2,0,0
0,0.87117,3,1,0,1
1,0.93509,3,1,0,0
NaN,-Inf,3,2,0,0
1,0.6284,1,1,1,1
1,1.5847,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,1.3817,3,2,0,0
1,1.5406,1,1,1,1
1,0.99848,1,1,0,1
1,1.3061,1,1,0,0
1,0.99572,3,2,1,1
1,1.3261,3,2,0,1
0,0.78183,1,2,1,0
NaN,-Inf,3,1,0,0
1,1.5339,3,1,0,1
1,1.1199,3,1,0,0
1,1.1017,1,2,0,0
1,1.3552,1,1,1,0
NaN,-Inf,1,1,0,0
1,0.53903,1,1,1,1
1,0.93519,3,1,1,1
1,0.73346,3,1,1,0
1,1.2332,1,1,0,1
1,0.86127,1,1,1,1
NaN,-Inf,3,2,0,0
0,1.617,3,2,1,0
1,1.4249,1,2,0,1
1,1.3111,3,2,0,1
NaN,-Inf,1,1,0,0
1,1.0452,1,2,0,0
0,1.1509,3,2,1,0
0,1.715,3,2,1,1
1,1.6451,3,2,0,1
NaN,-Inf,1,1,0,0
1,0.70041,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,1.1569,1,2,1,0
1,0.51253,1,2,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,1.2601,1,2,1,1
-1,-Inf,1,2,0,1
1,1.6524,3,1,0,0
NaN,-Inf,3,2,0,0
0,1.0319,1,1,0,0
1,1.0545,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.98414,1,2,0,0
1,1.2401,1,1,0,1
1,1.5718,1,1,1,0
1,0.82787,1,2,1,1
NaN,-Inf,1,2,0,0
-1,-Inf,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
1,1.056,3,1,1,1
NaN,-Inf,3,1,1,0
1,1.0477,3,2,1,0
1,1.4937,3,1,0,1
