RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,NaN,0,0.5,0,1,NaN
0.85615,1,2,0.5,1,1,1
0.58692,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.55793,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.53416,1,2,0.5,1,2,2
0.69997,1,2,0.5,1,1,1
0.5237,1,2,0.5,1,2,2
0.4639,1,2,0.5,1,1,1
0.62603,1,2,0.5,0,2,1
0.69943,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.52972,1,2,0.5,0,2,1
0.87356,1,2,0.5,1,2,2
0.50125,1,2,0.5,0,2,1
0.42485,1,2,0.5,1,1,1
0.51108,1,2,0.5,0,1,2
0.5572,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.63981,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.81892,1,3,0.5,0,1,2
0.52906,1,3,0.5,0,1,2
0.60118,1,3,0.5,0,2,1
0.51079,1,3,0.5,0,2,1
0.5003,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.457,1,3,0.5,0,1,2
0.61256,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.60376,1,3,0.5,1,2,2
0.67974,1,3,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.55431,1,3,0.5,0,2,1
0.88578,1,3,0.5,1,1,1
0.48627,1,3,0.5,1,1,1
0.46054,1,3,0.5,1,1,1
0.492,1,3,0.5,1,2,2
0.47379,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.57997,1,3,0.5,0,2,1
0.68185,1,1,0.5,0,1,2
0.54723,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.54752,1,1,0.5,0,1,2
0.6637,1,1,0.5,1,1,1
1.0039,1,1,0.5,1,2,2
1.2338,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.46644,1,1,0.5,1,2,2
0.59948,1,1,0.5,0,2,1
0.46131,1,1,0.5,1,2,2
0.58147,1,1,0.5,1,1,1
0.50169,1,1,0.5,1,2,2
0.47525,1,1,0.5,0,2,1
0.60278,1,1,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.56044,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,1,0.5,0,1,NaN
0.6571,1,1,0.5,0,1,2
0.87619,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
0.57731,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.53997,1,1,0.5,0,2,1
0.50324,1,1,0.5,1,1,1
0.54414,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.63174,1,1,0.5,0,1,2
0.58783,1,1,0.5,0,1,2
0.66092,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.46276,1,1,0.5,0,1,2
0.5768,1,1,0.5,1,2,2
0.67869,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
1.593,1,1,0.5,1,2,2
0.58067,1,1,0.5,0,2,1
0.41956,1,1,0.5,0,1,2
