Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,1,0
0,1.952,3,1,1,0
1,1.2826,3,2,1,0
1,1.3395,1,2,0,1
1,1.47,1,2,1,1
NaN,-Inf,3,2,0,0
-1,-Inf,1,2,0,0
1,1.3404,3,1,1,1
1,1.407,1,2,1,0
NaN,-Inf,1,1,1,0
1,1.8463,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
0,1.8501,3,2,0,1
1,1.266,1,2,1,1
1,1.0694,1,2,0,0
1,1.0539,1,2,0,1
1,1.4155,3,2,0,1
NaN,-Inf,3,2,0,0
1,1.6338,3,1,0,0
1,1.4435,1,2,1,0
1,1.8118,3,1,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,1,0
0,1.4191,3,1,1,1
NaN,-Inf,1,1,0,0
1,1.9013,1,1,0,0
1,1.7971,3,1,1,0
NaN,-Inf,3,1,0,0
1,1.3016,1,2,1,0
1,1.4674,1,1,0,1
NaN,-Inf,1,2,0,0
1,1.675,3,2,0,1
1,1.2107,3,1,0,0
NaN,-Inf,3,1,0,0
1,1.4971,1,2,1,1
-1,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.6427,3,1,0,0
1,1.2807,1,1,1,1
1,1.9464,1,1,0,1
1,1.6947,1,2,0,0
0,1.7685,3,1,1,1
1,1.5388,3,1,0,1
1,1.2502,1,2,1,0
NaN,-Inf,3,1,0,0
1,1.5224,3,1,0,1
-1,-Inf,3,1,0,0
1,1.2827,1,2,0,0
1,1.3361,1,2,1,0
NaN,-Inf,1,1,0,0
1,0.92791,1,1,1,1
0,1.5166,3,2,1,1
1,1.4104,3,2,1,0
1,1.5662,1,1,0,1
1,1.41,1,1,1,1
NaN,-Inf,3,1,0,0
-1,-Inf,3,1,1,0
0,1.2619,1,2,0,1
1,1.3076,3,1,0,1
NaN,-Inf,1,1,0,0
1,1.3296,1,2,0,0
0,1.6992,3,2,1,0
-1,-Inf,3,2,1,1
0,1.1774,3,2,0,1
NaN,-Inf,1,1,0,0
1,1.561,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,0,0
1,1.1698,1,1,1,0
1,0.94086,1,1,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
1,1.6092,1,1,1,1
1,1.7051,1,2,0,1
0,1.7615,3,1,0,0
NaN,-Inf,3,2,0,0
1,1.5735,1,2,0,0
-1,-Inf,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
-1,-Inf,1,1,0,0
1,1.2447,1,1,0,1
1,1.2005,1,2,1,0
1,1.2241,1,1,1,1
NaN,-Inf,1,1,0,0
1,1.5009,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
-1,-Inf,3,2,1,1
NaN,-Inf,3,2,1,0
0,1.9486,3,2,1,0
1,1.9303,3,1,0,1
